ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
,,,Gas-,,,,
93624,10,2016,Gas- Agricultural,N,96,"5,424,212","56,502"
94573,12,2016,Gas- Agricultural,N,72,"56,541",785
95227,10,2016,Gas- Agricultural,N,120,"144,672","1,206"
95227,11,2016,Gas- Agricultural,N,124,"49,972",403
92304,10,2016,Gas- Commercial,Y,0,0,
92304,11,2016,Gas- Commercial,Y,0,0,
92304,12,2016,Gas- Commercial,Y,0,0,
92365,10,2016,Gas- Commercial,Y,0,0,
92365,11,2016,Gas- Commercial,Y,0,0,
92365,12,2016,Gas- Commercial,Y,0,0,
93203,10,2016,Gas- Commercial,Y,0,0,
93203,11,2016,Gas- Commercial,Y,0,0,
93203,12,2016,Gas- Commercial,Y,0,0,
93204,10,2016,Gas- Commercial,Y,0,0,
93204,11,2016,Gas- Commercial,Y,0,0,
93204,12,2016,Gas- Commercial,Y,0,0,
93210,10,2016,Gas- Commercial,Y,0,0,
93210,11,2016,Gas- Commercial,Y,0,0,
93210,12,2016,Gas- Commercial,Y,0,0,
93224,10,2016,Gas- Commercial,Y,0,0,
93224,11,2016,Gas- Commercial,Y,0,0,
93224,12,2016,Gas- Commercial,Y,0,0,
93234,10,2016,Gas- Commercial,Y,0,0,
93234,11,2016,Gas- Commercial,Y,0,0,
93234,12,2016,Gas- Commercial,Y,0,0,
93239,10,2016,Gas- Commercial,Y,0,0,
93239,11,2016,Gas- Commercial,Y,0,0,
93239,12,2016,Gas- Commercial,Y,0,0,
93252,10,2016,Gas- Commercial,Y,0,0,
93252,11,2016,Gas- Commercial,Y,0,0,
93252,12,2016,Gas- Commercial,Y,0,0,
93263,10,2016,Gas- Commercial,Y,0,0,
93263,11,2016,Gas- Commercial,Y,0,0,
93263,12,2016,Gas- Commercial,Y,0,0,
93268,10,2016,Gas- Commercial,Y,276,"19,730",71
93268,11,2016,Gas- Commercial,Y,277,"22,556",81
93268,12,2016,Gas- Commercial,Y,264,"42,482",161
93280,10,2016,Gas- Commercial,Y,0,0,
93280,11,2016,Gas- Commercial,Y,0,0,
93280,12,2016,Gas- Commercial,Y,0,0,
93301,10,2016,Gas- Commercial,N,"1,145","105,803",92
93301,11,2016,Gas- Commercial,N,"1,153","162,380",141
93301,12,2016,Gas- Commercial,N,"1,163","314,914",271
93304,10,2016,Gas- Commercial,N,606,"75,993",125
93304,11,2016,Gas- Commercial,N,612,"90,401",148
93304,12,2016,Gas- Commercial,N,618,"145,905",236
93305,10,2016,Gas- Commercial,N,496,"50,552",102
93305,11,2016,Gas- Commercial,N,502,"70,169",140
93305,12,2016,Gas- Commercial,N,508,"133,907",264
93306,10,2016,Gas- Commercial,N,363,"76,126",210
93306,11,2016,Gas- Commercial,N,361,"87,472",242
93306,12,2016,Gas- Commercial,N,368,"137,065",372
93307,10,2016,Gas- Commercial,Y,640,"79,676",124
93307,11,2016,Gas- Commercial,Y,642,"114,864",179
93307,12,2016,Gas- Commercial,Y,647,"214,633",332
93308,10,2016,Gas- Commercial,Y,504,"51,837",103
93308,11,2016,Gas- Commercial,Y,508,"68,849",136
93308,12,2016,Gas- Commercial,Y,511,"132,145",259
93309,10,2016,Gas- Commercial,N,388,"53,587",138
93309,11,2016,Gas- Commercial,N,393,"72,345",184
93309,12,2016,Gas- Commercial,N,395,"128,252",325
93311,10,2016,Gas- Commercial,Y,0,0,
93311,11,2016,Gas- Commercial,Y,0,0,
93311,12,2016,Gas- Commercial,Y,0,0,
93313,10,2016,Gas- Commercial,Y,555,"66,242",119
93313,11,2016,Gas- Commercial,Y,562,"104,291",186
93313,12,2016,Gas- Commercial,Y,568,"206,349",363
93314,10,2016,Gas- Commercial,Y,0,0,
93314,11,2016,Gas- Commercial,Y,0,0,
93314,12,2016,Gas- Commercial,Y,0,0,
93424,10,2016,Gas- Commercial,N,108,"500,396","4,633"
93432,10,2016,Gas- Commercial,Y,0,0,
93432,11,2016,Gas- Commercial,Y,0,0,
93432,12,2016,Gas- Commercial,Y,0,0,
93440,10,2016,Gas- Commercial,N,85,"241,799","2,845"
93440,11,2016,Gas- Commercial,N,87,"220,700","2,537"
93440,12,2016,Gas- Commercial,N,87,"214,936","2,471"
93446,10,2016,Gas- Commercial,Y,0,0,
93446,11,2016,Gas- Commercial,Y,0,0,
93446,12,2016,Gas- Commercial,Y,0,0,
93450,10,2016,Gas- Commercial,Y,0,0,
93450,11,2016,Gas- Commercial,Y,0,0,
93450,12,2016,Gas- Commercial,Y,0,0,
93461,10,2016,Gas- Commercial,Y,0,0,
93461,11,2016,Gas- Commercial,Y,0,0,
93461,12,2016,Gas- Commercial,Y,0,0,
93516,10,2016,Gas- Commercial,Y,0,0,
93516,11,2016,Gas- Commercial,Y,98,"17,596",180
93516,12,2016,Gas- Commercial,Y,0,0,
93523,10,2016,Gas- Commercial,Y,0,0,
93523,11,2016,Gas- Commercial,Y,0,0,
93523,12,2016,Gas- Commercial,Y,0,0,
93555,10,2016,Gas- Commercial,Y,595,"53,949",91
93555,11,2016,Gas- Commercial,N,513,"77,677",151
93555,12,2016,Gas- Commercial,Y,622,"188,360",303
93561,10,2016,Gas- Commercial,Y,0,0,
93561,11,2016,Gas- Commercial,Y,0,0,
93561,12,2016,Gas- Commercial,Y,0,0,
93562,10,2016,Gas- Commercial,Y,0,0,
93562,11,2016,Gas- Commercial,Y,0,0,
93562,12,2016,Gas- Commercial,Y,0,0,
93608,10,2016,Gas- Commercial,Y,0,0,
93608,11,2016,Gas- Commercial,Y,0,0,
