,zipcode,month,year,totalcustomers_elec,totalkwh,class_factor,combined_factor,num_farmers,num_residents,num_workers,num_officers,totalcustomers_gas,totalthm,gas_residential,gas_commercial
27929,95134,1,2015,370,23023960,1,0,,,,370.0,,,,
27930,95134,2,2015,370,21528787,1,0,,,,370.0,,,,
27931,95134,3,2015,373,24383078,1,0,,,,373.0,,,,
27932,95135,1,2015,129,1201207,1,1,,,,129.0,,,,
27933,95135,2,2015,130,1036963,1,1,,,,130.0,,,,
27934,95135,3,2015,131,1183725,1,1,,,,131.0,,,,
27935,95136,1,2015,310,3459322,1,1,,,,310.0,170.0,48261.0,,48261.0
27936,95136,2,2015,309,3081408,1,1,,,,309.0,,,,
27937,95136,3,2015,311,3560193,1,1,,,,311.0,,,,
27938,95138,1,2015,200,5478411,1,1,,,,200.0,,,,
27939,95138,2,2015,201,5078490,1,1,,,,201.0,,,,
27940,95138,3,2015,202,5757689,1,1,,,,202.0,,,,
27941,95203,1,2015,435,4151460,1,1,,,,435.0,,,,
27942,95203,2,2015,438,3808753,1,1,,,,438.0,,,,
27943,95203,3,2015,438,4479489,1,1,,,,438.0,,,,
27944,95204,1,2015,631,3203098,1,1,,,,631.0,,,,
27945,95204,2,2015,631,2892735,1,1,,,,631.0,,,,
27946,95204,3,2015,631,3361358,1,1,,,,631.0,,,,
27947,95205,1,2015,1839,12602143,1,0,,,,1839.0,,,,
27948,95205,2,2015,1836,11419018,1,0,,,,1836.0,1044.0,219582.0,,219582.0
27949,95205,3,2015,1842,13182283,1,0,,,,1842.0,1324.0,243641.0,,243641.0
27950,95206,1,2015,850,12956782,1,1,,,,850.0,465.0,281090.0,,281090.0
27951,95206,2,2015,854,11648139,1,1,,,,854.0,466.0,184080.0,,184080.0
27952,95206,3,2015,856,12781548,1,1,,,,856.0,467.0,154986.0,,154986.0
27953,95207,1,2015,1240,8451256,1,1,,,,1240.0,,,,
27954,95207,2,2015,1237,7575283,1,1,,,,1237.0,,,,
27955,95207,3,2015,1246,9062649,1,1,,,,1246.0,,,,
27956,95209,3,2015,294,2179925,1,1,,,,294.0,,,,
27957,95210,1,2015,856,7561959,1,0,,,,856.0,,,,
27958,95210,2,2015,859,6874134,1,0,,,,859.0,,,,
27959,95210,3,2015,570,5434262,1,1,,,,570.0,,,,
27960,95212,1,2015,230,2625717,1,1,,,,230.0,117.0,55436.0,,55436.0
27961,95212,2,2015,230,2373782,1,1,,,,230.0,,,,
27962,95212,3,2015,229,2384761,1,1,,,,229.0,,,,
27963,95215,1,2015,700,5996218,1,1,,,,700.0,279.0,109369.0,,109369.0
27964,95215,2,2015,699,5426770,1,1,,,,699.0,277.0,65082.0,,65082.0
27965,95215,3,2015,702,6120804,1,1,,,,702.0,,,,
27966,95219,1,2015,431,3994828,1,1,,,,431.0,276.0,104592.0,,104592.0
27967,95219,2,2015,434,3668480,1,1,,,,434.0,276.0,67801.0,,67801.0
27968,95219,3,2015,443,4068158,1,1,,,,443.0,275.0,58723.0,,58723.0
27969,95220,1,2015,366,1561619,1,0,,,,366.0,,,,
27970,95222,1,2015,498,2212147,1,0,,,,498.0,,,,
27971,95222,2,2015,499,1966175,1,0,,,,499.0,,,,
27972,95222,3,2015,498,2205900,1,0,,,,498.0,,,,
27973,95223,1,2015,868,3091753,1,0,,,,868.0,,,,
27974,95223,2,2015,866,2668840,1,0,,,,866.0,,,,
27975,95223,3,2015,452,1076211,1,0,,,,452.0,,,,
27976,95225,1,2015,46,55311,1,1,,,,46.0,,,,
27977,95240,1,2015,399,1707413,1,0,,,,399.0,1125.0,364665.0,,364665.0
27978,95240,2,2015,761,2991738,1,0,,,,761.0,1241.0,282912.0,,282912.0
27979,95240,3,2015,764,3332727,1,0,,,,764.0,2382.0,616048.0,,616048.0
27980,95242,1,2015,219,1155733,1,0,,,,219.0,,,,
27981,95242,2,2015,153,783738,1,1,,,,153.0,,,,
27982,95242,3,2015,219,1151587,1,0,,,,219.0,,,,
27983,95247,1,2015,262,631117,1,0,,,,262.0,,,,
27984,95247,2,2015,362,738566,1,0,,,,362.0,,,,
27985,95247,3,2015,360,806907,1,0,,,,360.0,,,,
27986,95249,1,2015,355,1528685,1,0,,,,355.0,,,,
27987,95249,2,2015,351,1322869,1,0,,,,351.0,,,,
27988,95249,3,2015,348,1473875,1,0,,,,348.0,,,,
27989,95252,1,2015,231,766750,1,1,,,,231.0,,,,
27990,95252,2,2015,230,674446,1,1,,,,230.0,,,,
27991,95252,3,2015,230,760854,1,1,,,,230.0,,,,
27992,95258,2,2015,68,215701,1,0,,,,68.0,,,,
27993,95301,1,2015,1207,4809059,1,0,,,,1207.0,,,,
27994,95301,2,2015,1209,4406850,1,0,,,,1209.0,480.0,103081.0,,103081.0
27995,95301,3,2015,711,3227672,1,0,,,,711.0,479.0,82568.0,,82568.0
27996,95304,1,2015,651,5573051,1,0,,,,651.0,,,,
27997,95304,2,2015,624,4714392,1,1,,,,624.0,,,,
27998,95304,3,2015,655,5497317,1,0,,,,655.0,,,,
27999,95310,1,2015,100,207840,1,1,,,,100.0,,,,
28000,95311,1,2015,128,181141,1,0,,,,128.0,,,,
28001,95311,2,2015,126,145228,1,0,,,,126.0,,,,
28002,95320,1,2015,603,2255803,1,0,,,,603.0,,,,
28003,95320,2,2015,604,1997742,1,0,,,,604.0,,,,
28004,95320,3,2015,604,2358980,1,0,,,,604.0,,,,
28005,95321,1,2015,182,433492,1,0,,,,182.0,,,,
28006,95321,2,2015,180,370342,1,0,,,,180.0,,,,
28007,95321,3,2015,181,412032,1,0,,,,181.0,,,,
28008,95322,1,2015,316,2348019,1,0,,,,316.0,,,,
28009,95330,1,2015,498,7091879,1,0,,,,498.0,,,,
28010,95330,2,2015,499,6484451,1,0,,,,499.0,,,,
28011,95330,3,2015,501,7376124,1,0,,,,501.0,,,,
28012,95336,1,2015,1026,7562685,1,1,,,,1026.0,,,,
28013,95336,2,2015,1025,6693180,1,1,,,,1025.0,,,,
28014,95336,3,2015,1028,7594424,1,1,,,,1028.0,,,,
28015,95337,1,2015,603,4889842,1,1,,,,603.0,,,,
28016,95337,2,2015,605,4322937,1,1,,,,605.0,,,,
28017,95337,3,2015,609,4855336,1,1,,,,609.0,,,,
28018,95338,1,2015,516,1464767,1,0,,,,516.0,,,,
28019,95338,2,2015,517,1280750,1,0,,,,517.0,,,,
28020,95338,3,2015,772,2390938,1,0,,,,772.0,,,,
28021,95340,1,2015,1310,5123217,1,0,,,,1310.0,901.0,387468.0,,387468.0
28022,95340,2,2015,1311,4542371,1,0,,,,1311.0,900.0,233689.0,,233689.0
28023,95340,3,2015,1247,5360595,1,0,,,,1247.0,891.0,166154.0,,166154.0
28024,95346,1,2015,57,88559,1,1,,,,57.0,,,,
28025,95346,2,2015,57,76220,1,1,,,,57.0,,,,
28026,95346,3,2015,56,79507,1,1,,,,56.0,,,,
28027,95348,3,2015,500,1934376,1,1,,,,500.0,,,,
28028,95360,1,2015,256,1204683,1,0,,,,256.0,,,,
28029,95360,2,2015,287,1241386,1,0,,,,287.0,,,,
28030,95360,3,2015,258,1165607,1,0,,,,258.0,,,,
28031,95361,1,2015,1012,4298141,1,0,,,,1012.0,564.0,122196.0,,122196.0
28032,95361,2,2015,1015,3804453,1,0,,,,1015.0,,,,
28033,95361,3,2015,1049,4380725,1,0,,,,1049.0,565.0,54784.0,,54784.0
28034,95364,1,2015,53,135263,1,0,,,,53.0,,,,
28035,95364,2,2015,53,109429,1,0,,,,53.0,,,,
28036,95364,3,2015,53,109134,1,0,,,,53.0,,,,
28037,95366,1,2015,293,1242327,1,1,,,,293.0,,,,
28038,95366,2,2015,291,1131553,1,1,,,,291.0,,,,
28039,95366,3,2015,290,1334157,1,1,,,,290.0,,,,
28040,95370,1,2015,1679,7690297,1,0,,,,1679.0,,,,
28041,95370,2,2015,1674,6738949,1,0,,,,1674.0,,,,
28042,95370,3,2015,1674,7561044,1,0,,,,1674.0,,,,
28043,95376,1,2015,1103,9347858,1,1,,,,1103.0,,,,
28044,95376,2,2015,1103,8489509,1,1,,,,1103.0,,,,
28045,95376,3,2015,1100,9642305,1,1,,,,1100.0,,,,
28046,95377,1,2015,257,3818758,1,1,,,,257.0,,,,
28047,95377,2,2015,261,3366800,1,1,,,,261.0,,,,
28048,95377,3,2015,261,3908762,1,1,,,,261.0,,,,
28049,95383,1,2015,150,331517,1,1,,,,150.0,,,,
28050,95383,2,2015,149,277288,1,1,,,,149.0,,,,
28051,95383,3,2015,150,299754,1,1,,,,150.0,,,,
28052,95387,1,2015,70,356599,1,1,,,,70.0,,,,
28053,95387,2,2015,69,316805,1,1,,,,69.0,,,,
28054,95387,3,2015,69,361821,1,1,,,,69.0,,,,
28055,95388,1,2015,219,613993,1,0,,,,219.0,,,,
28056,95388,2,2015,219,482567,1,0,,,,219.0,,,,
28057,95388,3,2015,218,487949,1,0,,,,218.0,,,,
28058,95401,1,2015,1154,7975959,1,1,,,,1154.0,,,,
28059,95401,2,2015,1153,7206694,1,1,,,,1153.0,,,,
28060,95401,3,2015,1158,8113352,1,1,,,,1158.0,,,,
28061,95403,1,2015,1453,13111127,1,0,,,,1453.0,1682.0,635053.0,,635053.0
28062,95403,2,2015,1450,12004974,1,0,,,,1450.0,1682.0,425356.0,,425356.0
28063,95403,3,2015,1455,13368274,1,0,,,,1455.0,1685.0,393616.0,,393616.0
28064,95404,1,2015,1086,4314333,1,1,,,,1086.0,,,,
28065,95404,2,2015,1083,3812780,1,1,,,,1083.0,,,,
28066,95404,3,2015,1410,6039809,1,0,,,,1410.0,1227.0,195841.0,,195841.0
28067,95405,1,2015,520,3372572,1,1,,,,520.0,363.0,76260.0,,76260.0
28068,95405,2,2015,522,3068077,1,1,,,,522.0,,,,
28069,95405,3,2015,525,3457050,1,1,,,,525.0,,,,
28070,95407,1,2015,1193,9393513,1,1,,,,1193.0,,,,
28071,95407,2,2015,1190,8414856,1,1,,,,1190.0,,,,
28072,95407,3,2015,1185,9130454,1,1,,,,1185.0,,,,
28073,95409,1,2015,318,1910929,1,1,,,,318.0,,,,
28074,95409,2,2015,318,1642367,1,1,,,,318.0,,,,
28075,95421,1,2015,130,248179,1,0,,,,130.0,,,,
28076,95421,2,2015,131,212375,1,0,,,,131.0,,,,
28077,95421,3,2015,132,223049,1,0,,,,132.0,,,,
28078,95422,1,2015,372,2049420,1,1,,,,372.0,,,,
28079,95422,2,2015,372,1794116,1,1,,,,372.0,,,,
28080,95422,3,2015,549,2538475,1,0,,,,549.0,,,,
28081,95423,1,2015,161,329066,1,0,,,,161.0,,,,
28082,95423,2,2015,178,418011,1,0,,,,178.0,,,,
28083,95425,1,2015,557,3889112,1,0,,,,557.0,,,,
28084,95425,2,2015,551,3692574,1,0,,,,551.0,,,,
28085,95425,3,2015,553,4121141,1,0,,,,553.0,,,,
28086,95426,1,2015,59,174929,1,1,,,,59.0,,,,
28087,95426,2,2015,59,145846,1,1,,,,59.0,,,,
28088,95437,1,2015,619,2309431,1,0,,,,619.0,,,,
28089,95437,2,2015,626,1910505,1,0,,,,626.0,,,,
28090,95437,3,2015,612,2179126,1,0,,,,612.0,,,,
28091,95442,1,2015,214,823695,1,0,,,,214.0,67.0,21035.0,,21035.0
28092,95442,2,2015,215,743386,1,0,,,,215.0,66.0,15601.0,,15601.0
28093,95442,3,2015,213,803845,1,0,,,,213.0,66.0,15585.0,,15585.0
28094,95446,1,2015,378,1594434,1,0,,,,378.0,,,,
28095,95446,2,2015,378,1395076,1,0,,,,378.0,,,,
28096,95446,3,2015,378,1566387,1,0,,,,378.0,,,,
28097,95448,1,2015,335,1461326,1,1,,,,335.0,,,,
28098,95448,2,2015,337,1303837,1,1,,,,337.0,,,,
28099,95448,3,2015,335,1461865,1,1,,,,335.0,,,,
28100,95451,1,2015,342,954833,1,0,,,,342.0,,,,
28101,95451,2,2015,279,633747,1,1,,,,279.0,,,,
28102,95451,3,2015,278,694725,1,1,,,,278.0,,,,
28103,95453,1,2015,808,3572481,1,0,,,,808.0,,,,
28104,95453,2,2015,805,3076576,1,0,,,,805.0,,,,
28105,95453,3,2015,804,3440852,1,0,,,,804.0,,,,
28106,95454,1,2015,264,725579,1,0,,,,264.0,,,,
28107,95454,2,2015,266,627827,1,0,,,,266.0,,,,
28108,95454,3,2015,275,699482,1,0,,,,275.0,,,,
28109,95472,1,2015,489,2305350,1,0,,,,489.0,,,,
28110,95472,2,2015,490,2031124,1,0,,,,490.0,,,,
28111,95472,3,2015,492,2347070,1,0,,,,492.0,,,,
28112,95476,1,2015,1396,5878490,1,1,,,,1396.0,,,,
28113,95476,2,2015,1397,5221521,1,1,,,,1397.0,,,,
28114,95476,3,2015,1400,5739739,1,1,,,,1400.0,,,,
28115,95482,1,2015,1397,4753293,1,0,,,,1397.0,1036.0,238709.0,,238709.0
28116,95482,2,2015,1402,4348015,1,0,,,,1402.0,1005.0,165775.0,,165775.0
28117,95482,3,2015,1400,4852083,1,0,,,,1400.0,856.0,115217.0,,115217.0
28118,95490,1,2015,518,2469666,1,0,,,,518.0,,,,
28119,95490,2,2015,521,2197614,1,0,,,,521.0,270.0,36042.0,,36042.0
28120,95490,3,2015,525,2434588,1,0,,,,525.0,,,,
28121,95492,1,2015,532,3622306,1,1,,,,532.0,,,,
28122,95492,2,2015,531,3343353,1,1,,,,531.0,,,,
28123,95492,3,2015,530,3683750,1,1,,,,530.0,,,,
28124,95501,1,2015,4325,9279196,1,0,,,,4325.0,,,,
28125,95501,2,2015,4346,8899421,1,0,,,,4346.0,,,,
28126,95501,3,2015,3210,7085132,1,0,,,,3210.0,,,,
28127,95519,1,2015,489,2500184,1,0,,,,489.0,245.0,44698.0,,44698.0
28128,95519,2,2015,495,2275880,1,0,,,,495.0,247.0,35479.0,,35479.0
28129,95519,3,2015,496,2555273,1,0,,,,496.0,249.0,37998.0,,37998.0
28130,95542,3,2015,1155,3344679,1,0,,,,1155.0,,,,
28131,95602,1,2015,598,2752858,1,0,,,,598.0,,,,
28132,95602,2,2015,598,2421118,1,0,,,,598.0,,,,
28133,95602,3,2015,600,2665503,1,0,,,,600.0,,,,
28134,95603,1,2015,1540,7512445,1,0,,,,1540.0,1163.0,373245.0,,373245.0
28135,95603,2,2015,1543,6722728,1,0,,,,1543.0,1168.0,256277.0,,256277.0
28136,95603,3,2015,1503,7494211,1,0,,,,1503.0,1162.0,218557.0,,218557.0
28137,95605,1,2015,310,5935177,1,0,,,,310.0,428.0,317655.0,,317655.0
28138,95605,2,2015,312,5465713,1,0,,,,312.0,427.0,208700.0,,208700.0
28139,95605,3,2015,314,6039532,1,0,,,,314.0,,,,
28140,95613,1,2015,36,45875,1,1,,,,36.0,,,,
28141,95613,3,2015,37,47262,1,1,,,,37.0,,,,
28142,95616,1,2015,1118,9401602,1,1,,,,1118.0,,,,
28143,95616,2,2015,1117,8432873,1,1,,,,1117.0,,,,
28144,95616,3,2015,1118,9539058,1,1,,,,1118.0,,,,
28145,95620,1,2015,652,3915388,1,0,,,,652.0,,,,
28146,95620,2,2015,653,3453298,1,0,,,,653.0,,,,
28147,95620,3,2015,655,3968384,1,0,,,,655.0,,,,
28148,95634,3,2015,304,577669,1,0,,,,304.0,,,,
28149,95642,1,2015,1002,3881351,1,0,,,,1002.0,662.0,188739.0,,188739.0
28150,95642,2,2015,1001,3485370,1,0,,,,1001.0,663.0,134817.0,,134817.0
28151,95642,3,2015,1000,3813690,1,0,,,,1000.0,661.0,112574.0,,112574.0
28152,95648,1,2015,986,6102133,1,0,,,,986.0,488.0,180536.0,,180536.0
28153,95648,2,2015,983,5491237,1,0,,,,983.0,490.0,118686.0,,118686.0
28154,95648,3,2015,981,6217475,1,0,,,,981.0,490.0,105403.0,,105403.0
28155,95650,1,2015,508,1608974,1,0,,,,508.0,,,,
28156,95650,2,2015,507,1384840,1,0,,,,507.0,,,,
28157,95650,3,2015,505,1511703,1,0,,,,505.0,,,,
28158,95658,1,2015,288,666329,1,0,,,,288.0,,,,
28159,95658,2,2015,211,395942,1,1,,,,211.0,,,,
28160,95658,3,2015,288,646593,1,0,,,,288.0,,,,
28161,95663,2,2015,78,160031,1,1,,,,78.0,,,,
28162,95665,1,2015,184,318643,1,1,,,,184.0,,,,
28163,95665,2,2015,313,367306,1,0,,,,313.0,,,,
28164,95665,3,2015,216,324024,1,0,,,,216.0,,,,
28165,95667,1,2015,1647,7814840,1,0,,,,1647.0,,,,
28166,95667,2,2015,1649,6692467,1,0,,,,1649.0,,,,
28167,95667,3,2015,1469,6846354,1,0,,,,1469.0,,,,
28168,95669,1,2015,170,470209,1,1,,,,170.0,,,,
28169,95669,2,2015,171,415441,1,1,,,,171.0,,,,
28170,95669,3,2015,170,469943,1,1,,,,170.0,,,,
28171,95677,1,2015,902,5447712,1,0,,,,902.0,732.0,178318.0,,178318.0
28172,95677,2,2015,903,4838224,1,0,,,,903.0,731.0,110910.0,,110910.0
28173,95677,3,2015,902,5536447,1,0,,,,902.0,732.0,85771.0,,85771.0
28174,95682,1,2015,842,4258438,1,0,,,,842.0,,,,
28175,95682,2,2015,841,3775058,1,0,,,,841.0,,,,
28176,95682,3,2015,843,4198564,1,0,,,,843.0,,,,
28177,95687,1,2015,825,8336738,1,1,,,,825.0,433.0,195741.0,,195741.0
28178,95688,1,2015,1394,8892488,1,0,,,,1394.0,627.0,220009.0,,220009.0
28179,95688,2,2015,1394,8015095,1,0,,,,1394.0,626.0,151057.0,,151057.0
28180,95688,3,2015,1401,9072163,1,0,,,,1401.0,629.0,132676.0,,132676.0
28181,95689,1,2015,129,107578,1,0,,,,129.0,,,,
28182,95691,1,2015,1418,13212935,1,0,,,,1418.0,,,,
28183,95691,2,2015,1420,12113023,1,0,,,,1420.0,,,,
28184,95691,3,2015,1421,13570793,1,0,,,,1421.0,,,,
28185,95692,1,2015,189,618229,1,0,,,,189.0,,,,
28186,95692,2,2015,189,520942,1,0,,,,189.0,,,,
28187,95692,3,2015,187,568686,1,0,,,,187.0,,,,
28188,95695,1,2015,1493,8292612,1,0,,,,1493.0,,,,
28189,95695,2,2015,1255,6506743,1,0,,,,1255.0,,,,
28190,95695,3,2015,1319,7450235,1,0,,,,1319.0,,,,
28191,95709,3,2015,531,1843697,1,0,,,,531.0,,,,
28192,95713,1,2015,246,868782,1,1,,,,246.0,,,,
28193,95713,2,2015,246,762978,1,1,,,,246.0,,,,
28194,95713,3,2015,246,862116,1,1,,,,246.0,,,,
28195,95746,1,2015,381,2282289,1,1,,,,381.0,,,,
28196,95746,2,2015,383,2005065,1,1,,,,383.0,,,,
28197,95746,3,2015,384,2214496,1,1,,,,384.0,,,,
28198,95762,1,2015,784,6452032,1,0,,,,784.0,469.0,159267.0,,159267.0
28199,95762,2,2015,781,5805237,1,0,,,,781.0,469.0,98074.0,,98074.0
28200,95762,3,2015,784,6662867,1,0,,,,784.0,467.0,72302.0,,72302.0
28201,95765,1,2015,700,6834449,1,1,,,,700.0,400.0,159477.0,,159477.0
28202,95765,2,2015,706,6209871,1,1,,,,706.0,406.0,102944.0,,102944.0
28203,95765,3,2015,711,6951001,1,1,,,,711.0,411.0,83374.0,,83374.0
28204,95776,1,2015,698,7586798,1,1,,,,698.0,,,,
28205,95776,2,2015,702,6718415,1,1,,,,702.0,,,,
28206,95776,3,2015,700,7497671,1,1,,,,700.0,,,,
28207,95901,1,2015,892,5619292,1,1,,,,892.0,,,,
28208,95901,2,2015,894,5121020,1,1,,,,894.0,,,,
28209,95901,3,2015,890,5865155,1,1,,,,890.0,399.0,63709.0,,63709.0
28210,95916,1,2015,59,92130,1,0,,,,59.0,,,,
28211,95916,2,2015,59,79210,1,0,,,,59.0,,,,
28212,95916,3,2015,58,87490,1,0,,,,58.0,,,,
28213,95918,1,2015,99,182206,1,0,,,,99.0,,,,
28214,95918,2,2015,99,161896,1,0,,,,99.0,,,,
28215,95918,3,2015,99,212715,1,0,,,,99.0,,,,
28216,95926,1,2015,1344,6642944,1,1,,,,1344.0,987.0,185952.0,,185952.0
28217,95926,2,2015,1347,6118313,1,1,,,,1347.0,991.0,116250.0,,116250.0
28218,95926,3,2015,1351,6561573,1,1,,,,1351.0,,,,
28219,95928,1,2015,2015,11150146,1,0,,,,2015.0,1122.0,269929.0,,269929.0
28220,95928,2,2015,2021,9966259,1,0,,,,2021.0,1121.0,175835.0,,175835.0
28221,95928,3,2015,1875,11119993,1,0,,,,1875.0,1050.0,135978.0,,135978.0
28222,95932,1,2015,1101,4200903,1,0,,,,1101.0,257.0,73748.0,,73748.0
28223,95932,2,2015,1458,4715361,1,0,,,,1458.0,433.0,75272.0,,75272.0
28224,95932,3,2015,1341,4947390,1,0,,,,1341.0,391.0,53955.0,,53955.0
28225,95943,3,2015,145,274523,1,0,,,,145.0,,,,
28226,95945,1,2015,2408,9189218,1,0,,,,2408.0,,,,
28227,95945,2,2015,2418,8094688,1,0,,,,2418.0,902.0,176320.0,,176320.0
28228,95945,3,2015,2325,8600086,1,0,,,,2325.0,906.0,160150.0,,160150.0
28229,95949,1,2015,675,2203213,1,0,,,,675.0,140.0,35347.0,,35347.0
28230,95949,2,2015,676,1907507,1,0,,,,676.0,,,,
28231,95949,3,2015,676,2123538,1,0,,,,676.0,,,,
28232,95961,3,2015,254,1705056,1,1,,,,254.0,,,,
28233,95963,1,2015,595,1585572,1,1,,,,595.0,,,,
28234,95963,2,2015,594,1395502,1,1,,,,594.0,,,,
28235,95963,3,2015,1088,4721403,1,0,,,,1088.0,465.0,62934.0,,62934.0
28236,95965,1,2015,702,4790534,1,1,,,,702.0,,,,
28237,95965,2,2015,708,4263822,1,1,,,,708.0,,,,
28238,95965,3,2015,712,4788018,1,1,,,,712.0,,,,
28239,95966,1,2015,834,3026279,1,0,,,,834.0,,,,
28240,95966,2,2015,841,2664113,1,0,,,,841.0,,,,
28241,95966,3,2015,838,3073636,1,0,,,,838.0,,,,
28242,95969,1,2015,961,3578349,1,0,,,,961.0,856.0,215605.0,,215605.0
28243,95969,2,2015,963,3211423,1,0,,,,963.0,857.0,144795.0,,144795.0
28244,95969,3,2015,961,3599199,1,0,,,,961.0,,,,
28245,95971,1,2015,345,1437326,1,0,,,,345.0,,,,
28246,95971,2,2015,345,1124314,1,0,,,,345.0,,,,
28247,95971,3,2015,347,1224542,1,0,,,,347.0,,,,
28248,95973,1,2015,1076,2755234,1,1,,,,1076.0,450.0,74575.0,,74575.0
28249,95973,2,2015,1081,2423208,1,1,,,,1081.0,450.0,48976.0,,48976.0
28250,95973,3,2015,1086,2695065,1,1,,,,1086.0,,,,
28251,95988,1,2015,497,1669623,1,0,,,,497.0,,,,
28252,95988,2,2015,497,1433684,1,0,,,,497.0,,,,
28253,95988,3,2015,545,1678942,1,0,,,,545.0,,,,
28254,95991,1,2015,1806,9038222,1,0,,,,1806.0,,,,
28255,95991,2,2015,1810,8203794,1,0,,,,1810.0,,,,
28256,95991,3,2015,1494,7538783,1,1,,,,1494.0,953.0,111809.0,,111809.0
28257,95993,1,2015,1106,5978672,1,0,,,,1106.0,,,,
28258,95993,2,2015,1038,5281333,1,0,,,,1038.0,495.0,80993.0,,80993.0
28259,95993,3,2015,1111,4585363,1,0,,,,1111.0,508.0,68561.0,,68561.0
28260,96001,1,2015,95,328390,1,0,,,,95.0,,,,
28261,96007,1,2015,2017,6328957,1,0,,,,2017.0,369.0,83059.0,,83059.0
28262,96007,2,2015,2109,5848031,1,0,,,,2109.0,369.0,55904.0,,55904.0
28263,96007,3,2015,2120,6424796,1,0,,,,2120.0,367.0,41738.0,,41738.0
28264,96020,1,2015,514,949019,1,0,,,,514.0,,,,
28265,96020,2,2015,512,736236,1,0,,,,512.0,,,,
28266,96020,3,2015,515,858788,1,0,,,,515.0,,,,
28267,96021,1,2015,492,3018051,1,1,,,,492.0,185.0,43465.0,,43465.0
28268,96021,2,2015,493,2646618,1,1,,,,493.0,185.0,29972.0,,29972.0
28269,96022,1,2015,276,914477,1,0,,,,276.0,,,,
28270,96022,2,2015,277,814850,1,0,,,,277.0,,,,
28271,96022,3,2015,282,944246,1,0,,,,282.0,,,,
28272,96080,1,2015,1282,5666841,1,0,,,,1282.0,623.0,139721.0,,139721.0
28273,96080,2,2015,1283,4970502,1,0,,,,1283.0,620.0,89560.0,,89560.0
28274,96080,3,2015,1287,5578005,1,0,,,,1287.0,619.0,71443.0,,71443.0
28275,93308,1,2015,85,150831553,2,0,,,85.0,,,,,
28276,93308,2,2015,86,137600983,2,0,,,86.0,,,,,
28277,93308,3,2015,88,154625531,2,0,,,88.0,,,,,
28278,93635,1,2015,16,10618833,2,0,,,16.0,,,,,
28279,93635,2,2015,20,12200085,2,0,,,20.0,,,,,
28280,93637,1,2015,114,148039360,2,0,,,114.0,,,,,
28281,93637,2,2015,114,139484610,2,0,,,114.0,,,,,
28282,93637,3,2015,111,145113609,2,0,,,111.0,,,,,
28283,93901,1,2015,29,25094768,2,0,,,29.0,,,,,
28284,93901,2,2015,22,18475426,2,0,,,22.0,,,,,
28285,93901,3,2015,48,39174245,2,0,,,48.0,,,,,
28286,94105,1,2015,481,566791971,2,0,,,481.0,,,,,
28287,94105,2,2015,487,523586529,2,0,,,487.0,,,,,
28288,94105,3,2015,487,597480170,2,0,,,487.0,,,,,
28289,95134,1,2015,180,244854310,2,0,,,180.0,,,,,
28290,95134,2,2015,174,225046732,2,0,,,174.0,,,,,
28291,95134,3,2015,187,271147793,2,0,,,187.0,,,,,
28292,95640,1,2015,16,12005349,2,0,,,16.0,,,,,
28293,95640,2,2015,16,11053268,2,0,,,16.0,,,,,
28294,93201,1,2015,306,211868,3,1,,306.0,,,,,,
28295,93201,2,2015,305,141167,3,1,,305.0,,,,,,
28296,93201,3,2015,302,145306,3,1,,302.0,,,,,,
28297,93203,1,2015,4554,2064346,3,0,,4554.0,,,,,,
28298,93203,2,2015,4566,1523475,3,0,,4566.0,,,,,,
28299,93203,3,2015,4560,1799981,3,0,,4560.0,,,,,,
28300,93204,1,2015,2246,1047167,3,1,,2246.0,,,2198.0,118148.0,118148.0,
28301,93204,2,2015,2262,785377,3,1,,2262.0,,,2213.0,71157.0,71157.0,
28302,93204,3,2015,2266,877623,3,1,,2266.0,,,2209.0,60880.0,60880.0,
28303,93206,1,2015,515,401216,3,1,,515.0,,,,,,
28304,93206,2,2015,515,274682,3,1,,515.0,,,,,,
28305,93206,3,2015,512,294044,3,1,,512.0,,,,,,
28306,93210,1,2015,4196,2281047,3,1,,4196.0,,,,,,
28307,93210,2,2015,4198,1762957,3,1,,4198.0,,,,,,
28308,93210,3,2015,4202,1935284,3,1,,4202.0,,,,,,
28309,93212,1,2015,4230,2383448,3,0,,4230.0,,,,,,
28310,93212,2,2015,4240,1817047,3,0,,4240.0,,,,,,
28311,93212,3,2015,4246,1972101,3,0,,4246.0,,,,,,
28312,93219,1,2015,120,104375,3,0,,120.0,,,,,,
28313,93219,2,2015,119,70610,3,0,,119.0,,,,,,
28314,93219,3,2015,121,70739,3,0,,121.0,,,,,,
28315,93224,1,2015,218,146807,3,0,,218.0,,,,,,
28316,93224,2,2015,215,112037,3,0,,215.0,,,,,,
28317,93224,3,2015,217,122988,3,0,,217.0,,,,,,
28318,93230,1,2015,919,908107,3,1,,919.0,,,,,,
28319,93230,2,2015,921,660139,3,1,,921.0,,,,,,
28320,93230,3,2015,918,658473,3,1,,918.0,,,,,,
28321,93234,1,2015,1426,659665,3,1,,1426.0,,,,,,
28322,93234,2,2015,1423,487287,3,1,,1423.0,,,,,,
28323,93234,3,2015,1425,561187,3,1,,1425.0,,,,,,
28324,93239,1,2015,377,209086,3,1,,377.0,,,331.0,18812.0,18812.0,
28325,93239,2,2015,376,144561,3,1,,376.0,,,329.0,9978.0,9978.0,
