,zipcode,month,year,totalcustomers_elec,totalkwh,class_factor,combined_factor,num_farmers,num_residents,num_workers,num_officers,totalcustomers_gas,totalthm,gas_residential,gas_commercial
10520,94903,12,2013,698,6139005,1,1,,,,698.0,351.0,174192.0,,174192.0
10521,94920,10,2013,249,878667,1,1,,,,249.0,118.0,17109.0,,17109.0
10522,94920,11,2013,262,947900,1,1,,,,262.0,119.0,20349.0,,20349.0
10523,94920,12,2013,270,1197408,1,1,,,,270.0,119.0,24418.0,,24418.0
10524,94925,10,2013,317,2510746,1,1,,,,317.0,,,,
10525,94925,11,2013,342,2691837,1,1,,,,342.0,,,,
10526,94925,12,2013,359,3189449,1,1,,,,359.0,,,,
10527,94928,10,2013,1214,8001425,1,0,,,,1214.0,474.0,66915.0,,66915.0
10528,94928,11,2013,834,6514023,1,1,,,,834.0,,,,
10529,94928,12,2013,960,7308552,1,0,,,,960.0,492.0,158370.0,,158370.0
10530,94931,11,2013,414,1235383,1,1,,,,414.0,215.0,24136.0,,24136.0
10531,94931,12,2013,422,1328433,1,1,,,,422.0,217.0,44682.0,,44682.0
10532,94939,10,2013,333,2180394,1,0,,,,333.0,451.0,89491.0,,89491.0
10533,94939,11,2013,474,2609945,1,0,,,,474.0,457.0,111129.0,,111129.0
10534,94939,12,2013,488,2861280,1,0,,,,488.0,462.0,175249.0,,175249.0
10535,94941,10,2013,1321,7300554,1,0,,,,1321.0,,,,
10536,94941,11,2013,794,4559646,1,0,,,,794.0,,,,
10537,94941,12,2013,802,4742634,1,0,,,,802.0,,,,
10538,94945,10,2013,608,4478831,1,1,,,,608.0,,,,
10539,94945,11,2013,620,4249302,1,1,,,,620.0,,,,
10540,94945,12,2013,631,4539484,1,1,,,,631.0,,,,
10541,94947,10,2013,255,1591150,1,1,,,,255.0,,,,
10542,94947,11,2013,255,1407452,1,1,,,,255.0,,,,
10543,94947,12,2013,264,1551501,1,1,,,,264.0,,,,
10544,94949,10,2013,1474,9781963,1,0,,,,1474.0,723.0,126178.0,,126178.0
10545,94949,11,2013,1503,9312983,1,0,,,,1503.0,,,,
10546,94949,12,2013,820,4157035,1,1,,,,820.0,378.0,82871.0,,82871.0
10547,94952,10,2013,1589,6197508,1,0,,,,1589.0,,,,
10548,94952,11,2013,1618,6267653,1,0,,,,1618.0,,,,
10549,94952,12,2013,1644,7197472,1,0,,,,1644.0,,,,
10550,94954,10,2013,849,9791407,1,1,,,,849.0,462.0,78215.0,,78215.0
10551,94954,11,2013,872,9243836,1,1,,,,872.0,460.0,97753.0,,97753.0
10552,94954,12,2013,886,9992413,1,1,,,,886.0,463.0,181806.0,,181806.0
10553,94960,11,2013,418,1202935,1,0,,,,418.0,256.0,34885.0,,34885.0
10554,94960,12,2013,421,1254389,1,0,,,,421.0,257.0,56826.0,,56826.0
10555,94965,10,2013,522,2240178,1,1,,,,522.0,281.0,40477.0,,40477.0
10556,94965,11,2013,544,2402516,1,1,,,,544.0,282.0,44941.0,,44941.0
10557,94965,12,2013,571,2947766,1,1,,,,571.0,283.0,68548.0,,68548.0
10558,94971,10,2013,51,79976,1,0,,,,51.0,,,,
10559,94971,11,2013,51,78396,1,0,,,,51.0,,,,
10560,94971,12,2013,51,90567,1,0,,,,51.0,,,,
10561,95003,10,2013,498,1890527,1,1,,,,498.0,287.0,50604.0,,50604.0
10562,95003,11,2013,509,1814419,1,1,,,,509.0,,,,
10563,95003,12,2013,510,2038110,1,1,,,,510.0,295.0,84501.0,,84501.0
10564,95006,10,2013,263,661802,1,0,,,,263.0,,,,
10565,95006,11,2013,265,640665,1,0,,,,265.0,,,,
10566,95006,12,2013,266,703594,1,0,,,,266.0,,,,
10567,95008,10,2013,1766,11180702,1,0,,,,1766.0,1083.0,210584.0,,210584.0
10568,95008,11,2013,1782,10405102,1,0,,,,1782.0,1092.0,259823.0,,259823.0
10569,95008,12,2013,1796,10979258,1,0,,,,1796.0,1104.0,422627.0,,422627.0
10570,95010,10,2013,506,2804968,1,1,,,,506.0,290.0,53376.0,,53376.0
10571,95010,11,2013,512,2703953,1,1,,,,512.0,292.0,60575.0,,60575.0
10572,95010,12,2013,520,2890206,1,1,,,,520.0,305.0,87445.0,,87445.0
10573,95012,10,2013,369,2495245,1,0,,,,369.0,,,,
10574,95012,11,2013,367,2279648,1,0,,,,367.0,,,,
10575,95012,12,2013,367,2204215,1,0,,,,367.0,,,,
10576,95014,10,2013,5219,50929311,1,0,,,,5219.0,2161.0,708649.0,,708649.0
10577,95014,11,2013,5258,47615156,1,0,,,,5258.0,2171.0,834650.0,,834650.0
10578,95014,12,2013,5309,49841043,1,0,,,,5309.0,1876.0,1139846.0,,1139846.0
10579,95018,10,2013,247,1144689,1,0,,,,247.0,,,,
10580,95018,11,2013,247,1034585,1,0,,,,247.0,,,,
10581,95018,12,2013,249,1096199,1,0,,,,249.0,,,,
10582,95020,10,2013,1689,13751127,1,1,,,,1689.0,,,,
10583,95020,11,2013,1701,13031003,1,1,,,,1701.0,,,,
10584,95020,12,2013,1710,13425849,1,1,,,,1710.0,,,,
10585,95023,10,2013,1219,7539161,1,1,,,,1219.0,534.0,137792.0,,137792.0
10586,95023,11,2013,1222,6778027,1,1,,,,1222.0,540.0,133971.0,,133971.0
10587,95023,12,2013,1225,6974227,1,1,,,,1225.0,544.0,211417.0,,211417.0
10588,95030,10,2013,679,3055321,1,1,,,,679.0,407.0,78244.0,,78244.0
10589,95030,11,2013,681,2845254,1,1,,,,681.0,405.0,95851.0,,95851.0
10590,95030,12,2013,683,3088854,1,1,,,,683.0,406.0,145859.0,,145859.0
10591,95032,10,2013,669,5857762,1,1,,,,669.0,362.0,108174.0,,108174.0
10592,95032,11,2013,674,5441338,1,1,,,,674.0,365.0,133019.0,,133019.0
10593,95032,12,2013,674,5731959,1,1,,,,674.0,366.0,203189.0,,203189.0
10594,95035,10,2013,1906,33680921,1,1,,,,1906.0,947.0,503291.0,,503291.0
10595,95035,11,2013,1918,31812171,1,1,,,,1918.0,944.0,562409.0,,562409.0
10596,95035,12,2013,1941,32597762,1,1,,,,1941.0,,,,
10597,95037,10,2013,1602,12218306,1,0,,,,1602.0,832.0,216544.0,,216544.0
10598,95037,11,2013,1616,11056870,1,0,,,,1616.0,837.0,238649.0,,238649.0
10599,95037,12,2013,1616,11339899,1,0,,,,1616.0,845.0,390957.0,,390957.0
10600,95045,10,2013,273,819422,1,0,,,,273.0,,,,
10601,95045,11,2013,274,794570,1,0,,,,274.0,,,,
10602,95045,12,2013,272,847409,1,0,,,,272.0,,,,
10603,95060,10,2013,1404,7859275,1,0,,,,1404.0,863.0,185587.0,,185587.0
10604,95060,11,2013,1416,7547726,1,0,,,,1416.0,880.0,220424.0,,220424.0
10605,95060,12,2013,1430,8075642,1,0,,,,1430.0,899.0,322396.0,,322396.0
10606,95062,10,2013,855,3182351,1,1,,,,855.0,573.0,97470.0,,97470.0
10607,95062,11,2013,856,3165267,1,1,,,,856.0,577.0,113532.0,,113532.0
10608,95062,12,2013,864,3295758,1,1,,,,864.0,595.0,160742.0,,160742.0
10609,95066,10,2013,518,4156528,1,1,,,,518.0,,,,
10610,95066,11,2013,519,3998365,1,1,,,,519.0,,,,
10611,95066,12,2013,520,4117196,1,1,,,,520.0,,,,
10612,95073,10,2013,614,2537545,1,0,,,,614.0,,,,
10613,95073,11,2013,616,2418703,1,0,,,,616.0,,,,
10614,95073,12,2013,620,2568828,1,0,,,,620.0,386.0,89590.0,,89590.0
10615,95076,10,2013,1924,11388388,1,0,,,,1924.0,1378.0,329652.0,,329652.0
10616,95076,11,2013,1931,10640353,1,0,,,,1931.0,1379.0,370131.0,,370131.0
10617,95076,12,2013,1936,10512836,1,0,,,,1936.0,1134.0,444919.0,,444919.0
10618,95110,10,2013,565,11235361,1,0,,,,565.0,,,,
10619,95110,11,2013,577,10369172,1,0,,,,577.0,,,,
10620,95110,12,2013,585,11066399,1,0,,,,585.0,,,,
10621,95111,10,2013,672,3445938,1,1,,,,672.0,,,,
10622,95111,11,2013,678,3281408,1,1,,,,678.0,,,,
10623,95111,12,2013,685,3555965,1,1,,,,685.0,,,,
10624,95112,10,2013,2315,18261435,1,1,,,,2315.0,1277.0,271807.0,,271807.0
10625,95112,11,2013,2346,17126793,1,1,,,,2346.0,1280.0,325676.0,,325676.0
10626,95112,12,2013,2361,18273033,1,1,,,,2361.0,1293.0,640188.0,,640188.0
10627,95113,10,2013,329,9981962,1,0,,,,329.0,148.0,141424.0,,141424.0
10628,95113,11,2013,339,9222948,1,0,,,,339.0,149.0,167624.0,,167624.0
10629,95113,12,2013,339,9681052,1,0,,,,339.0,153.0,262625.0,,262625.0
10630,95116,10,2013,736,2748758,1,1,,,,736.0,397.0,71623.0,,71623.0
10631,95116,11,2013,743,2638618,1,1,,,,743.0,402.0,80203.0,,80203.0
10632,95116,12,2013,751,3129886,1,1,,,,751.0,407.0,123348.0,,123348.0
10633,95117,11,2013,186,1323384,1,1,,,,186.0,123.0,33080.0,,33080.0
10634,95117,12,2013,191,1462536,1,1,,,,191.0,125.0,58905.0,,58905.0
10635,95119,10,2013,352,5079734,1,0,,,,352.0,,,,
10636,95119,11,2013,360,4940338,1,0,,,,360.0,,,,
10637,95119,12,2013,366,5162767,1,0,,,,366.0,248.0,148196.0,,148196.0
10638,95120,10,2013,274,1608950,1,0,,,,274.0,,,,
10639,95121,10,2013,511,4742504,1,0,,,,511.0,232.0,94902.0,,94902.0
10640,95121,11,2013,518,4452820,1,0,,,,518.0,,,,
10641,95121,12,2013,526,4670793,1,0,,,,526.0,,,,
10642,95122,10,2013,770,7999273,1,1,,,,770.0,379.0,141664.0,,141664.0
10643,95122,11,2013,773,7032879,1,1,,,,773.0,378.0,157535.0,,157535.0
10644,95122,12,2013,775,7353751,1,1,,,,775.0,379.0,217181.0,,217181.0
10645,95123,10,2013,805,6322751,1,1,,,,805.0,,,,
10646,95123,11,2013,1093,7580677,1,0,,,,1093.0,635.0,222711.0,,222711.0
10647,95123,12,2013,1103,8302017,1,0,,,,1103.0,522.0,258417.0,,258417.0
10648,95124,10,2013,976,9534764,1,0,,,,976.0,,,,
10649,95124,11,2013,996,9051148,1,0,,,,996.0,676.0,175432.0,,175432.0
10650,95124,12,2013,1003,9743672,1,0,,,,1003.0,,,,
10651,95125,10,2013,1208,7456856,1,1,,,,1208.0,722.0,101594.0,,101594.0
10652,95125,11,2013,1235,7000395,1,1,,,,1235.0,729.0,138771.0,,138771.0
10653,95125,12,2013,1236,7692314,1,1,,,,1236.0,730.0,208763.0,,208763.0
10654,95126,10,2013,857,7441611,1,1,,,,857.0,553.0,130906.0,,130906.0
10655,95126,11,2013,864,6818954,1,1,,,,864.0,558.0,164616.0,,164616.0
10656,95126,12,2013,869,7018912,1,1,,,,869.0,557.0,256942.0,,256942.0
10657,95127,10,2013,497,3655474,1,0,,,,497.0,,,,
10658,95127,11,2013,495,3427289,1,0,,,,495.0,,,,
10659,95127,12,2013,503,3671596,1,0,,,,503.0,,,,
10660,95128,10,2013,1145,10604374,1,0,,,,1145.0,,,,
10661,95128,11,2013,971,8562978,1,1,,,,971.0,561.0,177195.0,,177195.0
10662,95128,12,2013,998,9363847,1,1,,,,998.0,566.0,261592.0,,261592.0
10663,95131,10,2013,1364,23478435,1,1,,,,1364.0,871.0,180359.0,,180359.0
10664,95131,11,2013,1394,22182473,1,1,,,,1394.0,879.0,249964.0,,249964.0
10665,95131,12,2013,1419,23091388,1,1,,,,1419.0,893.0,469537.0,,469537.0
10666,95132,10,2013,284,1989720,1,1,,,,284.0,160.0,40660.0,,40660.0
10667,95132,11,2013,285,1878628,1,1,,,,285.0,160.0,44992.0,,44992.0
10668,95132,12,2013,289,1955427,1,1,,,,289.0,,,,
10669,95133,10,2013,435,3613271,1,1,,,,435.0,220.0,44036.0,,44036.0
10670,95133,11,2013,446,3369609,1,1,,,,446.0,220.0,54885.0,,54885.0
10671,95133,12,2013,448,3637485,1,1,,,,448.0,223.0,95573.0,,95573.0
10672,95134,10,2013,344,23741507,1,0,,,,344.0,,,,
10673,95134,11,2013,358,22480478,1,0,,,,358.0,,,,
10674,95134,12,2013,367,23823180,1,0,,,,367.0,,,,
10675,95135,10,2013,127,1150709,1,1,,,,127.0,,,,
10676,95135,11,2013,127,1120339,1,1,,,,127.0,,,,
10677,95135,12,2013,131,1225619,1,1,,,,131.0,,,,
10678,95136,10,2013,309,2904011,1,1,,,,309.0,,,,
10679,95136,11,2013,312,2802894,1,1,,,,312.0,,,,
10680,95136,12,2013,311,3160197,1,1,,,,311.0,,,,
10681,95138,10,2013,186,5632048,1,1,,,,186.0,,,,
10682,95138,11,2013,194,5358688,1,1,,,,194.0,,,,
10683,95138,12,2013,195,5404642,1,1,,,,195.0,,,,
10684,95203,10,2013,415,4068730,1,1,,,,415.0,,,,
10685,95203,11,2013,418,3750625,1,1,,,,418.0,,,,
10686,95203,12,2013,419,3921343,1,1,,,,419.0,,,,
10687,95204,10,2013,623,3237548,1,1,,,,623.0,,,,
10688,95204,11,2013,625,2931663,1,1,,,,625.0,,,,
10689,95204,12,2013,623,3091978,1,1,,,,623.0,,,,
10690,95205,10,2013,1802,13272832,1,0,,,,1802.0,1033.0,146512.0,,146512.0
10691,95205,11,2013,1810,11905547,1,0,,,,1810.0,,,,
10692,95205,12,2013,1814,12440077,1,0,,,,1814.0,1036.0,403501.0,,403501.0
10693,95206,10,2013,836,12989954,1,1,,,,836.0,460.0,166334.0,,166334.0
10694,95206,11,2013,836,11641642,1,1,,,,836.0,462.0,197011.0,,197011.0
10695,95206,12,2013,838,11981592,1,1,,,,838.0,459.0,360804.0,,360804.0
10696,95207,10,2013,1252,9182183,1,1,,,,1252.0,,,,
10697,95207,11,2013,1255,8277067,1,1,,,,1255.0,,,,
10698,95207,12,2013,1254,8593847,1,1,,,,1254.0,,,,
10699,95210,10,2013,849,7766217,1,0,,,,849.0,,,,
10700,95210,11,2013,850,7201199,1,0,,,,850.0,,,,
10701,95210,12,2013,852,7455368,1,0,,,,852.0,,,,
10702,95212,10,2013,227,2687180,1,1,,,,227.0,,,,
10703,95212,11,2013,228,2462136,1,1,,,,228.0,,,,
10704,95212,12,2013,233,2657245,1,1,,,,233.0,,,,
10705,95215,10,2013,686,7143633,1,1,,,,686.0,277.0,96254.0,,96254.0
10706,95215,11,2013,686,6726834,1,1,,,,686.0,275.0,79921.0,,79921.0
10707,95215,12,2013,694,6661356,1,1,,,,694.0,274.0,107787.0,,107787.0
10708,95219,10,2013,427,4087027,1,1,,,,427.0,268.0,57283.0,,57283.0
10709,95219,11,2013,432,3831926,1,1,,,,432.0,,,,
10710,95219,12,2013,434,4142000,1,1,,,,434.0,270.0,121976.0,,121976.0
10711,95222,10,2013,867,3216908,1,0,,,,867.0,,,,
10712,95222,11,2013,863,2937965,1,0,,,,863.0,,,,
10713,95222,12,2013,503,2336313,1,0,,,,503.0,,,,
10714,95223,10,2013,619,1464734,1,0,,,,619.0,,,,
10715,95223,11,2013,558,1172075,1,0,,,,558.0,,,,
10716,95223,12,2013,930,3291591,1,0,,,,930.0,,,,
10717,95240,10,2013,732,4133226,1,0,,,,732.0,1469.0,426803.0,,426803.0
10718,95240,11,2013,760,3156009,1,0,,,,760.0,1229.0,287457.0,,287457.0
10719,95240,12,2013,760,3351809,1,0,,,,760.0,1243.0,513045.0,,513045.0
10720,95242,10,2013,238,1240489,1,0,,,,238.0,358.0,70786.0,,70786.0
10721,95242,11,2013,213,1109955,1,0,,,,213.0,357.0,105676.0,,105676.0
10722,95242,12,2013,214,1162739,1,0,,,,214.0,,,,
10723,95247,12,2013,263,657225,1,0,,,,263.0,,,,
10724,95249,10,2013,301,1364727,1,0,,,,301.0,,,,
10725,95249,11,2013,298,1289888,1,0,,,,298.0,,,,
10726,95249,12,2013,354,1473094,1,0,,,,354.0,,,,
10727,95252,10,2013,231,884159,1,1,,,,231.0,,,,
10728,95252,11,2013,232,801223,1,1,,,,232.0,,,,
10729,95252,12,2013,235,838784,1,1,,,,235.0,,,,
10730,95301,10,2013,1380,5613533,1,0,,,,1380.0,464.0,66783.0,,66783.0
10731,95301,11,2013,1183,4504219,1,0,,,,1183.0,472.0,106819.0,,106819.0
10732,95301,12,2013,688,2777554,1,0,,,,688.0,,,,
10733,95304,10,2013,606,5711777,1,0,,,,606.0,,,,
10734,95304,11,2013,584,5058822,1,1,,,,584.0,,,,
10735,95304,12,2013,620,5497759,1,0,,,,620.0,,,,
10736,95310,12,2013,100,215042,1,1,,,,100.0,,,,
10737,95311,10,2013,125,165003,1,0,,,,125.0,,,,
10738,95311,11,2013,127,161842,1,0,,,,127.0,,,,
10739,95311,12,2013,129,183518,1,0,,,,129.0,,,,
10740,95320,10,2013,604,2467679,1,0,,,,604.0,,,,
10741,95320,11,2013,607,2066034,1,0,,,,607.0,,,,
10742,95320,12,2013,606,2100623,1,0,,,,606.0,,,,
10743,95330,10,2013,489,6994334,1,0,,,,489.0,,,,
10744,95330,11,2013,492,5806162,1,0,,,,492.0,,,,
10745,95336,10,2013,1017,7784074,1,1,,,,1017.0,,,,
10746,95336,11,2013,1017,7139875,1,1,,,,1017.0,,,,
10747,95336,12,2013,1022,7374567,1,1,,,,1022.0,,,,
10748,95337,10,2013,580,4999542,1,1,,,,580.0,,,,
10749,95337,11,2013,582,4606178,1,1,,,,582.0,,,,
10750,95337,12,2013,1086,4705861,1,0,,,,1086.0,445.0,254702.0,,254702.0
10751,95338,10,2013,667,1691601,1,0,,,,667.0,,,,
10752,95338,11,2013,673,1672593,1,0,,,,673.0,,,,
10753,95338,12,2013,678,2018537,1,0,,,,678.0,,,,
10754,95340,10,2013,1489,5785101,1,0,,,,1489.0,879.0,136851.0,,136851.0
10755,95340,11,2013,1549,5374618,1,0,,,,1549.0,891.0,194721.0,,194721.0
10756,95340,12,2013,1492,5326268,1,0,,,,1492.0,897.0,406842.0,,406842.0
10757,95346,10,2013,59,103276,1,1,,,,59.0,,,,
10758,95346,11,2013,59,95738,1,1,,,,59.0,,,,
10759,95346,12,2013,59,105611,1,1,,,,59.0,,,,
10760,95348,12,2013,498,1849382,1,0,,,,498.0,935.0,363092.0,,363092.0
10761,95360,10,2013,254,1193548,1,0,,,,254.0,,,,
10762,95360,11,2013,285,1201357,1,0,,,,285.0,,,,
10763,95360,12,2013,258,1120531,1,0,,,,258.0,,,,
10764,95361,10,2013,1010,4329515,1,0,,,,1010.0,768.0,114707.0,,114707.0
10765,95361,11,2013,1012,3916871,1,0,,,,1012.0,552.0,72252.0,,72252.0
10766,95361,12,2013,1015,4181601,1,0,,,,1015.0,,,,
10767,95366,10,2013,295,1498226,1,1,,,,295.0,,,,
10768,95366,11,2013,298,1239132,1,1,,,,298.0,,,,
10769,95366,12,2013,298,1390928,1,1,,,,298.0,198.0,100262.0,,100262.0
10770,95370,10,2013,1695,7631045,1,0,,,,1695.0,,,,
10771,95370,11,2013,1698,7112665,1,0,,,,1698.0,,,,
10772,95370,12,2013,1697,7904954,1,0,,,,1697.0,,,,
10773,95376,10,2013,1056,9762729,1,1,,,,1056.0,,,,
10774,95376,11,2013,1069,8980798,1,1,,,,1069.0,,,,
10775,95376,12,2013,1077,9543420,1,1,,,,1077.0,,,,
10776,95377,10,2013,242,4178354,1,1,,,,242.0,,,,
10777,95377,11,2013,247,3639216,1,1,,,,247.0,,,,
10778,95377,12,2013,246,3679914,1,1,,,,246.0,,,,
10779,95383,10,2013,154,320372,1,1,,,,154.0,,,,
10780,95383,11,2013,153,299585,1,1,,,,153.0,,,,
10781,95383,12,2013,152,352397,1,1,,,,152.0,,,,
10782,95387,10,2013,69,318107,1,1,,,,69.0,,,,
10783,95387,11,2013,69,285550,1,1,,,,69.0,,,,
10784,95387,12,2013,67,293516,1,1,,,,67.0,,,,
10785,95401,10,2013,1555,10012525,1,0,,,,1555.0,,,,
10786,95401,11,2013,1115,7397518,1,1,,,,1115.0,,,,
10787,95401,12,2013,1136,7874342,1,1,,,,1136.0,,,,
10788,95403,10,2013,1404,13594490,1,0,,,,1404.0,1378.0,272311.0,,272311.0
10789,95403,11,2013,1424,12906073,1,0,,,,1424.0,1394.0,351987.0,,351987.0
10790,95403,12,2013,1441,13261985,1,0,,,,1441.0,1413.0,607675.0,,607675.0
10791,95404,10,2013,1039,4272355,1,1,,,,1039.0,,,,
10792,95404,11,2013,1050,4036307,1,1,,,,1050.0,,,,
10793,95404,12,2013,1070,4443251,1,1,,,,1070.0,,,,
10794,95405,10,2013,499,3296734,1,1,,,,499.0,353.0,45273.0,,45273.0
10795,95405,11,2013,508,3163353,1,1,,,,508.0,354.0,57113.0,,57113.0
10796,95405,12,2013,517,3363699,1,1,,,,517.0,360.0,95420.0,,95420.0
10797,95407,10,2013,1137,8684852,1,1,,,,1137.0,582.0,60991.0,,60991.0
10798,95407,11,2013,1165,8551150,1,1,,,,1165.0,585.0,86592.0,,86592.0
10799,95407,12,2013,1186,9067309,1,1,,,,1186.0,597.0,169360.0,,169360.0
10800,95409,10,2013,300,1633080,1,1,,,,300.0,,,,
10801,95409,11,2013,308,1638609,1,1,,,,308.0,,,,
10802,95409,12,2013,312,1775232,1,1,,,,312.0,,,,
10803,95421,12,2013,128,188615,1,0,,,,128.0,,,,
10804,95422,10,2013,363,2324116,1,1,,,,363.0,,,,
10805,95422,11,2013,534,2759706,1,0,,,,534.0,,,,
10806,95422,12,2013,482,2895368,1,0,,,,482.0,,,,
10807,95423,10,2013,215,520330,1,0,,,,215.0,,,,
10808,95425,10,2013,560,4859483,1,0,,,,560.0,,,,
10809,95425,11,2013,560,3923624,1,0,,,,560.0,,,,
10810,95425,12,2013,557,3661569,1,0,,,,557.0,,,,
10811,95426,12,2013,60,153010,1,1,,,,60.0,,,,
10812,95437,10,2013,601,2146247,1,0,,,,601.0,,,,
10813,95437,11,2013,615,2121486,1,0,,,,615.0,,,,
10814,95437,12,2013,621,2324335,1,0,,,,621.0,,,,
10815,95442,10,2013,309,1162579,1,0,,,,309.0,61.0,11727.0,,11727.0
10816,95442,11,2013,317,1030317,1,0,,,,317.0,61.0,14250.0,,14250.0
10817,95442,12,2013,209,847017,1,0,,,,209.0,63.0,21693.0,,21693.0
10818,95446,10,2013,464,1684207,1,0,,,,464.0,,,,
10819,95446,11,2013,489,1663356,1,0,,,,489.0,,,,
10820,95446,12,2013,374,1702244,1,0,,,,374.0,,,,
10821,95448,10,2013,317,1560013,1,1,,,,317.0,,,,
10822,95448,11,2013,331,1330068,1,1,,,,331.0,,,,
10823,95448,12,2013,337,1466860,1,1,,,,337.0,,,,
10824,95451,10,2013,266,763532,1,1,,,,266.0,,,,
10825,95451,11,2013,270,719996,1,1,,,,270.0,,,,
10826,95451,12,2013,337,1043948,1,0,,,,337.0,,,,
10827,95453,10,2013,777,3437072,1,0,,,,777.0,,,,
10828,95453,11,2013,789,3412872,1,0,,,,789.0,,,,
10829,95453,12,2013,794,3977907,1,0,,,,794.0,,,,
10830,95454,11,2013,236,553714,1,0,,,,236.0,,,,
10831,95454,12,2013,267,718592,1,0,,,,267.0,,,,
10832,95472,11,2013,473,2169393,1,0,,,,473.0,203.0,35198.0,,35198.0
10833,95472,12,2013,475,2261112,1,0,,,,475.0,208.0,56702.0,,56702.0
10834,95476,10,2013,1343,5832336,1,1,,,,1343.0,636.0,88917.0,,88917.0
10835,95476,11,2013,1371,5390050,1,1,,,,1371.0,642.0,103410.0,,103410.0
10836,95476,12,2013,1387,5781811,1,1,,,,1387.0,646.0,174466.0,,174466.0
10837,95482,10,2013,1274,4616142,1,0,,,,1274.0,849.0,92188.0,,92188.0
10838,95482,11,2013,1355,4335154,1,0,,,,1355.0,862.0,121927.0,,121927.0
10839,95482,12,2013,1384,4678526,1,0,,,,1384.0,861.0,234448.0,,234448.0
10840,95490,10,2013,493,2112352,1,0,,,,493.0,,,,
10841,95490,11,2013,521,2086262,1,0,,,,521.0,,,,
10842,95490,12,2013,520,2416773,1,0,,,,520.0,,,,
10843,95492,10,2013,519,3814738,1,1,,,,519.0,,,,
10844,95492,11,2013,525,3583467,1,1,,,,525.0,,,,
10845,95492,12,2013,523,3744037,1,1,,,,523.0,,,,
10846,95501,10,2013,5210,10672687,1,0,,,,5210.0,,,,
10847,95501,11,2013,1759,4733970,1,0,,,,1759.0,,,,
10848,95501,12,2013,2828,14055088,1,0,,,,2828.0,,,,
10849,95519,11,2013,445,2240230,1,0,,,,445.0,229.0,43121.0,,43121.0
10850,95519,12,2013,453,2425902,1,0,,,,453.0,228.0,61803.0,,61803.0
10851,95521,11,2013,2291,8698477,1,0,,,,2291.0,543.0,113775.0,,113775.0
10852,95527,12,2013,42,47318,1,0,,,,42.0,,,,
10853,95540,12,2013,861,3413455,1,0,,,,861.0,336.0,85252.0,,85252.0
10854,95542,12,2013,354,1147577,1,0,,,,354.0,,,,
10855,95546,11,2013,142,498900,1,0,,,,142.0,,,,
10856,95546,12,2013,143,582826,1,0,,,,143.0,,,,
10857,95602,10,2013,588,2508482,1,0,,,,588.0,,,,
10858,95602,11,2013,588,2468048,1,0,,,,588.0,,,,
10859,95602,12,2013,590,2689933,1,0,,,,590.0,,,,
10860,95603,10,2013,1926,8440541,1,0,,,,1926.0,1130.0,171193.0,,171193.0
10861,95603,11,2013,1522,7822840,1,0,,,,1522.0,1146.0,246069.0,,246069.0
10862,95603,12,2013,1528,7815830,1,0,,,,1528.0,1157.0,447610.0,,447610.0
10863,95605,12,2013,320,5897114,1,0,,,,320.0,427.0,468226.0,,468226.0
10864,95613,10,2013,33,48542,1,1,,,,33.0,,,,
10865,95613,11,2013,34,43976,1,1,,,,34.0,,,,
10866,95613,12,2013,35,49169,1,1,,,,35.0,,,,
10867,95616,10,2013,1089,9789779,1,1,,,,1089.0,,,,
10868,95616,11,2013,1104,8958778,1,1,,,,1104.0,,,,
10869,95616,12,2013,1111,9417604,1,1,,,,1111.0,,,,
10870,95618,10,2013,145,899496,1,0,,,,145.0,,,,
10871,95618,11,2013,148,810288,1,1,,,,148.0,,,,
10872,95618,12,2013,149,879224,1,1,,,,149.0,,,,
10873,95620,10,2013,638,4042644,1,0,,,,638.0,,,,
10874,95620,11,2013,643,3614664,1,0,,,,643.0,,,,
10875,95620,12,2013,643,3848461,1,0,,,,643.0,,,,
10876,95631,11,2013,349,549134,1,0,,,,349.0,,,,
10877,95631,12,2013,322,1437262,1,0,,,,322.0,,,,
10878,95642,10,2013,981,3705375,1,0,,,,981.0,646.0,95103.0,,95103.0
10879,95642,11,2013,983,3373179,1,0,,,,983.0,652.0,132361.0,,132361.0
10880,95642,12,2013,987,3679965,1,0,,,,987.0,658.0,232447.0,,232447.0
10881,95648,10,2013,960,6555166,1,0,,,,960.0,305.0,60803.0,,60803.0
10882,95648,11,2013,960,5846639,1,0,,,,960.0,464.0,111741.0,,111741.0
10883,95648,12,2013,970,6125042,1,0,,,,970.0,472.0,219360.0,,219360.0
10884,95650,10,2013,773,2334228,1,0,,,,773.0,,,,
10885,95650,11,2013,487,1572369,1,0,,,,487.0,,,,
10886,95650,12,2013,489,1724885,1,0,,,,489.0,,,,
10887,95658,11,2013,288,604665,1,0,,,,288.0,,,,
10888,95658,12,2013,291,682894,1,0,,,,291.0,,,,
10889,95665,10,2013,312,398217,1,0,,,,312.0,,,,
10890,95665,11,2013,183,294158,1,1,,,,183.0,,,,
10891,95665,12,2013,181,330371,1,1,,,,181.0,,,,
10892,95667,10,2013,2048,9054326,1,0,,,,2048.0,,,,
10893,95667,11,2013,1655,7245366,1,0,,,,1655.0,,,,
10894,95667,12,2013,1654,8166570,1,0,,,,1654.0,,,,
10895,95669,10,2013,270,804550,1,0,,,,270.0,,,,
10896,95669,11,2013,269,716810,1,0,,,,269.0,,,,
