ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
93202,4,2013,Elec- Agricultural,Y,0,0,
93202,5,2013,Elec- Agricultural,Y,0,0,
93202,6,2013,Elec- Agricultural,Y,0,0,
93203,4,2013,Elec- Agricultural,Y,122,"7,680,458","62,955"
93203,5,2013,Elec- Agricultural,Y,0,0,
93203,6,2013,Elec- Agricultural,Y,123,"9,213,856","74,909"
93204,4,2013,Elec- Agricultural,Y,0,0,
93204,5,2013,Elec- Agricultural,Y,0,0,
93204,6,2013,Elec- Agricultural,Y,0,0,
93206,4,2013,Elec- Agricultural,Y,262,"25,016,087","95,481"
93206,5,2013,Elec- Agricultural,Y,190,"19,168,607","100,887"
93206,6,2013,Elec- Agricultural,Y,0,0,
93210,4,2013,Elec- Agricultural,Y,0,0,
93210,5,2013,Elec- Agricultural,Y,0,0,
93210,6,2013,Elec- Agricultural,Y,0,0,
93212,4,2013,Elec- Agricultural,Y,201,"10,544,004","52,458"
93212,5,2013,Elec- Agricultural,Y,198,"13,145,302","66,390"
93212,6,2013,Elec- Agricultural,Y,198,"15,270,172","77,122"
93215,4,2013,Elec- Agricultural,Y,0,0,
93215,5,2013,Elec- Agricultural,Y,0,0,
93215,6,2013,Elec- Agricultural,Y,0,0,
93219,4,2013,Elec- Agricultural,Y,0,0,
93219,5,2013,Elec- Agricultural,Y,0,0,
93219,6,2013,Elec- Agricultural,Y,0,0,
93225,4,2013,Elec- Agricultural,Y,0,0,
93225,5,2013,Elec- Agricultural,Y,0,0,
93225,6,2013,Elec- Agricultural,Y,0,0,
93230,4,2013,Elec- Agricultural,Y,484,"6,585,319","13,606"
93230,5,2013,Elec- Agricultural,Y,282,"7,089,223","25,139"
93230,6,2013,Elec- Agricultural,Y,300,"7,712,673","25,709"
93234,4,2013,Elec- Agricultural,Y,0,0,
93234,5,2013,Elec- Agricultural,Y,0,0,
93234,6,2013,Elec- Agricultural,Y,0,0,
93239,4,2013,Elec- Agricultural,Y,0,0,
93239,5,2013,Elec- Agricultural,Y,0,0,
93239,6,2013,Elec- Agricultural,Y,0,0,
93241,4,2013,Elec- Agricultural,Y,0,0,
93241,5,2013,Elec- Agricultural,Y,0,0,
93241,6,2013,Elec- Agricultural,Y,0,0,
93242,4,2013,Elec- Agricultural,Y,0,0,
93242,5,2013,Elec- Agricultural,N,135,"922,627","6,834"
93242,6,2013,Elec- Agricultural,N,147,"1,020,375","6,941"
93243,4,2013,Elec- Agricultural,Y,0,0,
93243,5,2013,Elec- Agricultural,Y,0,0,
93243,6,2013,Elec- Agricultural,Y,0,0,
93245,4,2013,Elec- Agricultural,Y,0,0,
93245,5,2013,Elec- Agricultural,Y,"1,126","29,490,621","26,191"
93245,6,2013,Elec- Agricultural,Y,0,0,
93249,4,2013,Elec- Agricultural,Y,0,0,
93249,5,2013,Elec- Agricultural,Y,0,0,
93249,6,2013,Elec- Agricultural,Y,0,0,
93250,4,2013,Elec- Agricultural,N,168,"6,423,541","38,235"
93250,5,2013,Elec- Agricultural,Y,255,"12,260,599","48,081"
93250,6,2013,Elec- Agricultural,Y,744,"49,610,131","66,680"
93251,4,2013,Elec- Agricultural,Y,0,0,
93251,5,2013,Elec- Agricultural,Y,0,0,
93251,6,2013,Elec- Agricultural,Y,0,0,
93252,4,2013,Elec- Agricultural,Y,0,0,
93252,5,2013,Elec- Agricultural,Y,0,0,
93252,6,2013,Elec- Agricultural,Y,0,0,
93254,4,2013,Elec- Agricultural,Y,0,0,
93254,5,2013,Elec- Agricultural,Y,0,0,
93254,6,2013,Elec- Agricultural,Y,0,0,
93256,4,2013,Elec- Agricultural,Y,0,0,
93256,5,2013,Elec- Agricultural,Y,0,0,
93256,6,2013,Elec- Agricultural,Y,0,0,
93263,4,2013,Elec- Agricultural,Y,0,0,
93263,5,2013,Elec- Agricultural,Y,0,0,
93263,6,2013,Elec- Agricultural,Y,0,0,
93266,4,2013,Elec- Agricultural,Y,0,0,
93266,5,2013,Elec- Agricultural,Y,0,0,
93266,6,2013,Elec- Agricultural,Y,0,0,
93268,4,2013,Elec- Agricultural,Y,0,0,
93268,5,2013,Elec- Agricultural,Y,0,0,
93268,6,2013,Elec- Agricultural,Y,0,0,
93274,4,2013,Elec- Agricultural,Y,0,0,
93274,5,2013,Elec- Agricultural,Y,0,0,
93274,6,2013,Elec- Agricultural,Y,0,0,
93276,4,2013,Elec- Agricultural,Y,0,0,
93276,5,2013,Elec- Agricultural,Y,0,0,
93276,6,2013,Elec- Agricultural,Y,0,0,
93277,4,2013,Elec- Agricultural,Y,0,0,
93277,5,2013,Elec- Agricultural,Y,0,0,
93277,6,2013,Elec- Agricultural,Y,0,0,
93280,4,2013,Elec- Agricultural,Y,607,"59,139,770","97,430"
93280,5,2013,Elec- Agricultural,Y,532,"56,667,686","106,518"
93280,6,2013,Elec- Agricultural,Y,"1,796",124369413,"69,248"
93286,4,2013,Elec- Agricultural,Y,0,0,
93286,5,2013,Elec- Agricultural,Y,0,0,
93286,6,2013,Elec- Agricultural,Y,0,0,
93291,4,2013,Elec- Agricultural,Y,0,0,
93291,5,2013,Elec- Agricultural,Y,0,0,
93291,6,2013,Elec- Agricultural,Y,0,0,
93292,4,2013,Elec- Agricultural,Y,0,0,
93292,5,2013,Elec- Agricultural,Y,0,0,
93292,6,2013,Elec- Agricultural,Y,0,0,
93301,4,2013,Elec- Agricultural,Y,0,0,
93301,5,2013,Elec- Agricultural,Y,73,"1,435,053","19,658"
93301,6,2013,Elec- Agricultural,Y,0,0,
93304,4,2013,Elec- Agricultural,Y,107,"4,293,978","40,131"
93304,5,2013,Elec- Agricultural,Y,108,"5,431,404","50,291"
93304,6,2013,Elec- Agricultural,Y,0,0,
93305,4,2013,Elec- Agricultural,Y,0,0,
93305,5,2013,Elec- Agricultural,Y,0,0,
93305,6,2013,Elec- Agricultural,Y,0,0,
93306,4,2013,Elec- Agricultural,Y,0,0,
93306,5,2013,Elec- Agricultural,Y,0,0,
93306,6,2013,Elec- Agricultural,Y,0,0,
93307,4,2013,Elec- Agricultural,Y,340,"18,572,334","54,625"
93307,5,2013,Elec- Agricultural,Y,727,"50,830,326","69,918"
93307,6,2013,Elec- Agricultural,Y,356,"23,600,624","66,294"
93308,4,2013,Elec- Agricultural,Y,172,"3,920,469","22,793"
93308,5,2013,Elec- Agricultural,Y,0,0,
93308,6,2013,Elec- Agricultural,Y,0,0,
93309,4,2013,Elec- Agricultural,Y,0,0,
93309,5,2013,Elec- Agricultural,Y,0,0,
93309,6,2013,Elec- Agricultural,Y,0,0,
93311,4,2013,Elec- Agricultural,Y,0,0,
93311,5,2013,Elec- Agricultural,Y,0,0,
93311,6,2013,Elec- Agricultural,Y,0,0,
93312,4,2013,Elec- Agricultural,Y,0,0,
93312,5,2013,Elec- Agricultural,Y,0,0,
93312,6,2013,Elec- Agricultural,Y,0,0,
93313,4,2013,Elec- Agricultural,N,159,"4,847,549","30,488"
93313,5,2013,Elec- Agricultural,Y,0,0,
93313,6,2013,Elec- Agricultural,Y,0,0,
93314,4,2013,Elec- Agricultural,Y,0,0,
93314,5,2013,Elec- Agricultural,Y,0,0,
93314,6,2013,Elec- Agricultural,Y,0,0,
93401,4,2013,Elec- Agricultural,Y,0,0,
93401,5,2013,Elec- Agricultural,Y,0,0,
93401,6,2013,Elec- Agricultural,Y,0,0,
93402,4,2013,Elec- Agricultural,Y,0,0,
93402,5,2013,Elec- Agricultural,Y,0,0,
93402,6,2013,Elec- Agricultural,Y,0,0,
93405,4,2013,Elec- Agricultural,Y,0,0,
93405,5,2013,Elec- Agricultural,Y,0,0,
93405,6,2013,Elec- Agricultural,Y,0,0,
93420,4,2013,Elec- Agricultural,Y,416,"13,221,193","31,782"
93420,5,2013,Elec- Agricultural,Y,0,0,
93420,6,2013,Elec- Agricultural,Y,0,0,
93422,4,2013,Elec- Agricultural,Y,0,0,
93422,5,2013,Elec- Agricultural,Y,0,0,
93422,6,2013,Elec- Agricultural,Y,0,0,
93426,4,2013,Elec- Agricultural,Y,0,0,
93426,5,2013,Elec- Agricultural,Y,0,0,
93426,6,2013,Elec- Agricultural,Y,0,0,
93427,4,2013,Elec- Agricultural,Y,0,0,
93427,5,2013,Elec- Agricultural,Y,0,0,
93427,6,2013,Elec- Agricultural,Y,0,0,
93428,4,2013,Elec- Agricultural,Y,0,0,
93428,5,2013,Elec- Agricultural,Y,0,0,
93428,6,2013,Elec- Agricultural,Y,0,0,
93430,4,2013,Elec- Agricultural,Y,0,0,
93430,5,2013,Elec- Agricultural,Y,0,0,
93430,6,2013,Elec- Agricultural,Y,0,0,
93432,4,2013,Elec- Agricultural,Y,0,0,
93432,5,2013,Elec- Agricultural,Y,0,0,
93432,6,2013,Elec- Agricultural,Y,0,0,
93433,4,2013,Elec- Agricultural,Y,0,0,
93433,5,2013,Elec- Agricultural,Y,0,0,
93433,6,2013,Elec- Agricultural,Y,0,0,
93434,4,2013,Elec- Agricultural,Y,0,0,
93434,5,2013,Elec- Agricultural,Y,0,0,
93434,6,2013,Elec- Agricultural,Y,0,0,
93436,4,2013,Elec- Agricultural,Y,0,0,
93436,5,2013,Elec- Agricultural,Y,0,0,
93436,6,2013,Elec- Agricultural,Y,0,0,
93437,4,2013,Elec- Agricultural,Y,0,0,
93437,5,2013,Elec- Agricultural,Y,0,0,
93437,6,2013,Elec- Agricultural,Y,0,0,
93441,4,2013,Elec- Agricultural,Y,0,0,
93441,5,2013,Elec- Agricultural,Y,0,0,
93441,6,2013,Elec- Agricultural,Y,0,0,
93442,4,2013,Elec- Agricultural,Y,0,0,
93442,5,2013,Elec- Agricultural,Y,0,0,
93442,6,2013,Elec- Agricultural,Y,0,0,
93444,4,2013,Elec- Agricultural,Y,0,0,
93444,5,2013,Elec- Agricultural,Y,0,0,
93444,6,2013,Elec- Agricultural,Y,0,0,
93445,4,2013,Elec- Agricultural,Y,0,0,
93445,5,2013,Elec- Agricultural,Y,0,0,
93445,6,2013,Elec- Agricultural,Y,0,0,
93446,4,2013,Elec- Agricultural,Y,726,"1,867,463","2,572"
93446,5,2013,Elec- Agricultural,Y,"1,524","40,563,614","26,617"
93446,6,2013,Elec- Agricultural,Y,624,"5,080,507","8,142"
93449,4,2013,Elec- Agricultural,Y,0,0,
93449,5,2013,Elec- Agricultural,Y,0,0,
93449,6,2013,Elec- Agricultural,Y,0,0,
93450,4,2013,Elec- Agricultural,Y,0,0,
93450,5,2013,Elec- Agricultural,Y,0,0,
93450,6,2013,Elec- Agricultural,Y,0,0,
93451,4,2013,Elec- Agricultural,Y,0,0,
93451,5,2013,Elec- Agricultural,Y,0,0,
93451,6,2013,Elec- Agricultural,Y,0,0,
93453,4,2013,Elec- Agricultural,Y,0,0,
93453,5,2013,Elec- Agricultural,Y,0,0,
93453,6,2013,Elec- Agricultural,Y,0,0,
93454,4,2013,Elec- Agricultural,Y,0,0,
93454,5,2013,Elec- Agricultural,Y,0,0,
93454,6,2013,Elec- Agricultural,Y,0,0,
93455,4,2013,Elec- Agricultural,Y,0,0,
93455,5,2013,Elec- Agricultural,Y,0,0,
93455,6,2013,Elec- Agricultural,Y,0,0,
93458,4,2013,Elec- Agricultural,Y,0,0,
93458,5,2013,Elec- Agricultural,Y,0,0,
93458,6,2013,Elec- Agricultural,Y,0,0,
93460,4,2013,Elec- Agricultural,Y,255,"2,548,640","9,995"
93460,5,2013,Elec- Agricultural,Y,0,0,
93460,6,2013,Elec- Agricultural,Y,0,0,
93461,4,2013,Elec- Agricultural,Y,0,0,
93461,5,2013,Elec- Agricultural,Y,0,0,
93461,6,2013,Elec- Agricultural,Y,0,0,
93463,4,2013,Elec- Agricultural,Y,0,0,
93463,5,2013,Elec- Agricultural,Y,0,0,
93463,6,2013,Elec- Agricultural,Y,0,0,
93465,4,2013,Elec- Agricultural,Y,0,0,
93465,5,2013,Elec- Agricultural,Y,0,0,
93465,6,2013,Elec- Agricultural,Y,0,0,
93601,4,2013,Elec- Agricultural,Y,0,0,
93601,5,2013,Elec- Agricultural,Y,0,0,
93601,6,2013,Elec- Agricultural,Y,0,0,
93602,4,2013,Elec- Agricultural,Y,0,0,
93602,5,2013,Elec- Agricultural,Y,0,0,
93602,6,2013,Elec- Agricultural,Y,0,0,
93603,4,2013,Elec- Agricultural,Y,0,0,
93603,5,2013,Elec- Agricultural,Y,0,0,
93603,6,2013,Elec- Agricultural,Y,0,0,
93608,4,2013,Elec- Agricultural,Y,70,"5,730,224","81,860"
93608,5,2013,Elec- Agricultural,Y,0,0,
93608,6,2013,Elec- Agricultural,Y,0,0,
93609,4,2013,Elec- Agricultural,Y,0,0,
93609,5,2013,Elec- Agricultural,Y,0,0,
93609,6,2013,Elec- Agricultural,Y,262,"4,760,961","18,172"
93610,4,2013,Elec- Agricultural,Y,338,"4,929,575","14,585"
93610,5,2013,Elec- Agricultural,Y,390,"7,546,505","19,350"
93610,6,2013,Elec- Agricultural,Y,411,"8,406,283","20,453"
93611,4,2013,Elec- Agricultural,Y,0,0,
93611,5,2013,Elec- Agricultural,Y,0,0,
93611,6,2013,Elec- Agricultural,Y,0,0,
93612,4,2013,Elec- Agricultural,Y,0,0,
93612,5,2013,Elec- Agricultural,Y,0,0,
93612,6,2013,Elec- Agricultural,Y,0,0,
93614,4,2013,Elec- Agricultural,Y,0,0,
93614,5,2013,Elec- Agricultural,Y,0,0,
93614,6,2013,Elec- Agricultural,Y,0,0,
93615,4,2013,Elec- Agricultural,Y,0,0,
93615,5,2013,Elec- Agricultural,Y,0,0,
