ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalThm,AverageThm
92304,4,2016,Gas- Commercial,Y,0,0,
92304,4,2016,Gas- Residential,Y,0,0,
92365,4,2016,Gas- Commercial,Y,0,0,
92365,4,2016,Gas- Residential,Y,0,0,
93203,4,2016,Gas- Commercial,Y,0,0,
93203,4,2016,Gas- Residential,Y,0,0,
93204,4,2016,Gas- Commercial,Y,0,0,
93204,4,2016,Gas- Residential,N,"2,202","48,576",22
93210,4,2016,Gas- Commercial,Y,0,0,
93210,4,2016,Gas- Residential,Y,0,0,
93224,4,2016,Gas- Commercial,Y,0,0,
93224,4,2016,Gas- Residential,Y,0,0,
93234,4,2016,Gas- Commercial,Y,0,0,
93234,4,2016,Gas- Residential,Y,"1,368","30,441",22
93239,4,2016,Gas- Commercial,Y,0,0,
93239,4,2016,Gas- Residential,N,327,"6,698",20
93252,4,2016,Gas- Commercial,Y,0,0,
93252,4,2016,Gas- Residential,N,382,"7,711",20
93263,4,2016,Gas- Commercial,Y,0,0,
93263,4,2016,Gas- Residential,Y,0,0,
93268,4,2016,Gas- Commercial,Y,274,"19,861",72
93268,4,2016,Gas- Residential,Y,"4,694","103,749",22
93280,4,2016,Gas- Commercial,Y,0,0,
93301,4,2016,Gas- Commercial,Y,"1,657","169,137",102
93301,4,2016,Gas- Residential,N,"4,858","95,167",20
93304,4,2016,Gas- Commercial,Y,0,0,
93304,4,2016,Gas- Residential,N,"14,813","342,747",23
93305,4,2016,Gas- Commercial,Y,0,0,
93305,4,2016,Gas- Residential,N,"10,528","240,388",23
93306,4,2016,Gas- Commercial,Y,0,0,
93306,4,2016,Gas- Residential,N,"20,266","457,331",23
93307,4,2016,Gas- Commercial,Y,"2,157","345,949",160
93307,4,2016,Gas- Residential,Y,"19,677","470,616",24
93308,4,2016,Gas- Commercial,N,489,"55,483",113
93308,4,2016,Gas- Residential,N,"5,846","133,731",23
93309,4,2016,Gas- Commercial,N,401,"53,329",133
93309,4,2016,Gas- Residential,Y,"12,207","223,268",18
93311,4,2016,Gas- Commercial,Y,58,"11,198",193
93311,4,2016,Gas- Residential,N,"8,693","169,038",19
93312,4,2016,Gas- Residential,Y,0,0,
93313,4,2016,Gas- Commercial,Y,0,0,
93313,4,2016,Gas- Residential,N,"13,634","286,436",21
93314,4,2016,Gas- Commercial,Y,0,0,
93314,4,2016,Gas- Residential,Y,"1,117","20,410",18
93432,4,2016,Gas- Commercial,Y,0,0,
93446,4,2016,Gas- Commercial,Y,0,0,
93446,4,2016,Gas- Residential,Y,0,0,
93450,4,2016,Gas- Commercial,Y,0,0,
93450,4,2016,Gas- Residential,N,123,"3,153",26
93451,4,2016,Gas- Residential,Y,0,0,
93461,4,2016,Gas- Commercial,Y,0,0,
93461,4,2016,Gas- Residential,Y,319,"9,348",29
93465,4,2016,Gas- Residential,Y,0,0,
93516,4,2016,Gas- Commercial,Y,0,0,
93516,4,2016,Gas- Residential,Y,740,"20,669",28
93523,4,2016,Gas- Commercial,Y,0,0,
93523,4,2016,Gas- Residential,N,386,"9,231",24
93526,4,2016,Gas- Residential,Y,0,0,
93555,4,2016,Gas- Commercial,Y,613,"62,778",102
93555,4,2016,Gas- Residential,N,"12,130","209,238",17
93561,4,2016,Gas- Commercial,Y,0,0,
93561,4,2016,Gas- Residential,N,"1,365","67,090",49
93562,4,2016,Gas- Commercial,Y,0,0,
93562,4,2016,Gas- Residential,N,688,"10,868",16
93606,4,2016,Gas- Residential,N,276,"6,387",23
93608,4,2016,Gas- Commercial,Y,0,0,
93608,4,2016,Gas- Residential,Y,0,0,
93610,4,2016,Gas- Commercial,Y,0,0,
93610,4,2016,Gas- Residential,N,"4,091","83,030",20
93611,4,2016,Gas- Commercial,Y,0,0,
93611,4,2016,Gas- Residential,N,"15,560","298,559",19
93612,4,2016,Gas- Commercial,Y,"2,202","352,883",160
93612,4,2016,Gas- Residential,N,"13,188","224,390",17
93616,4,2016,Gas- Commercial,Y,0,0,
93616,4,2016,Gas- Residential,Y,0,0,
93619,4,2016,Gas- Commercial,Y,0,0,
93619,4,2016,Gas- Residential,N,"8,071","157,146",19
93620,4,2016,Gas- Commercial,Y,0,0,
