ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
92304,4,2017,Gas- Commercial,Y,0,0,
92304,5,2017,Gas- Commercial,Y,0,0,
92304,6,2017,Gas- Commercial,Y,0,0,
92365,4,2017,Gas- Commercial,Y,0,0,
92365,5,2017,Gas- Commercial,Y,0,0,
92365,6,2017,Gas- Commercial,Y,0,0,
93203,4,2017,Gas- Commercial,Y,0,0,
93203,5,2017,Gas- Commercial,Y,0,0,
93203,6,2017,Gas- Commercial,Y,0,0,
93204,4,2017,Gas- Commercial,Y,0,0,
93204,5,2017,Gas- Commercial,Y,0,0,
93204,6,2017,Gas- Commercial,Y,0,0,
93210,4,2017,Gas- Commercial,Y,0,0,
93210,5,2017,Gas- Commercial,Y,0,0,
93210,6,2017,Gas- Commercial,Y,0,0,
93224,4,2017,Gas- Commercial,Y,0,0,
93224,5,2017,Gas- Commercial,Y,0,0,
93224,6,2017,Gas- Commercial,Y,0,0,
93234,4,2017,Gas- Commercial,Y,0,0,
93234,5,2017,Gas- Commercial,Y,0,0,
93234,6,2017,Gas- Commercial,Y,0,0,
93239,4,2017,Gas- Commercial,Y,0,0,
93239,5,2017,Gas- Commercial,Y,0,0,
93239,6,2017,Gas- Commercial,Y,0,0,
93252,4,2017,Gas- Commercial,Y,0,0,
93252,5,2017,Gas- Commercial,Y,0,0,
93252,6,2017,Gas- Commercial,Y,0,0,
93263,4,2017,Gas- Commercial,Y,0,0,
93263,5,2017,Gas- Commercial,Y,0,0,
93263,6,2017,Gas- Commercial,Y,0,0,
93268,4,2017,Gas- Commercial,Y,279,"20,067",72
93268,5,2017,Gas- Commercial,Y,279,"20,665",74
93268,6,2017,Gas- Commercial,Y,0,0,
93280,4,2017,Gas- Commercial,Y,0,0,
93280,5,2017,Gas- Commercial,Y,0,0,
93280,6,2017,Gas- Commercial,Y,0,0,
93301,4,2017,Gas- Commercial,N,"1,153","117,172",102
93301,5,2017,Gas- Commercial,N,"1,142","100,278",88
93301,6,2017,Gas- Commercial,N,"1,141","85,075",75
93304,4,2017,Gas- Commercial,Y,0,0,
93304,5,2017,Gas- Commercial,N,605,"75,400",125
93304,6,2017,Gas- Commercial,N,601,"67,706",113
93305,4,2017,Gas- Commercial,N,506,"57,017",113
