ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
93202,1,2015,Elec- Agricultural,Y,0,0,
93202,2,2015,Elec- Agricultural,Y,0,0,
93202,3,2015,Elec- Agricultural,Y,0,0,
93203,1,2015,Elec- Agricultural,Y,0,0,
93203,2,2015,Elec- Agricultural,Y,143,"4,971,031","34,762"
93203,3,2015,Elec- Agricultural,Y,145,"8,004,965","55,207"
93204,1,2015,Elec- Agricultural,Y,0,0,
93204,2,2015,Elec- Agricultural,Y,0,0,
93204,3,2015,Elec- Agricultural,Y,0,0,
93206,1,2015,Elec- Agricultural,Y,0,0,
93206,2,2015,Elec- Agricultural,Y,0,0,
93206,3,2015,Elec- Agricultural,Y,0,0,
93210,1,2015,Elec- Agricultural,Y,0,0,
93210,2,2015,Elec- Agricultural,Y,0,0,
93210,3,2015,Elec- Agricultural,Y,0,0,
93212,1,2015,Elec- Agricultural,Y,0,0,
93212,2,2015,Elec- Agricultural,Y,0,0,
93212,3,2015,Elec- Agricultural,Y,0,0,
93215,1,2015,Elec- Agricultural,Y,0,0,
93215,2,2015,Elec- Agricultural,Y,0,0,
93215,3,2015,Elec- Agricultural,Y,0,0,
93219,1,2015,Elec- Agricultural,Y,0,0,
93219,2,2015,Elec- Agricultural,Y,0,0,
93219,3,2015,Elec- Agricultural,Y,0,0,
93225,1,2015,Elec- Agricultural,Y,0,0,
93225,2,2015,Elec- Agricultural,Y,0,0,
93225,3,2015,Elec- Agricultural,Y,0,0,
93230,1,2015,Elec- Agricultural,Y,0,0,
93230,2,2015,Elec- Agricultural,Y,0,0,
93230,3,2015,Elec- Agricultural,Y,0,0,
93234,1,2015,Elec- Agricultural,Y,0,0,
93234,2,2015,Elec- Agricultural,Y,150,"8,214,589","54,764"
93234,3,2015,Elec- Agricultural,Y,0,0,
93239,1,2015,Elec- Agricultural,Y,0,0,
93239,2,2015,Elec- Agricultural,Y,0,0,
93239,3,2015,Elec- Agricultural,Y,0,0,
93241,1,2015,Elec- Agricultural,Y,0,0,
93241,2,2015,Elec- Agricultural,Y,0,0,
93241,3,2015,Elec- Agricultural,Y,0,0,
93242,1,2015,Elec- Agricultural,Y,0,0,
93242,2,2015,Elec- Agricultural,Y,0,0,
93242,3,2015,Elec- Agricultural,N,209,"2,139,796","10,238"
93243,1,2015,Elec- Agricultural,Y,0,0,
93243,2,2015,Elec- Agricultural,Y,0,0,
93243,3,2015,Elec- Agricultural,Y,0,0,
93245,1,2015,Elec- Agricultural,Y,0,0,
93245,2,2015,Elec- Agricultural,Y,0,0,
