ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalThm,AverageThm
92304,1,2014,Gas- Commercial,Y,0,0,
92304,2,2014,Gas- Commercial,Y,0,0,
92304,3,2014,Gas- Commercial,Y,0,0,
92365,1,2014,Gas- Commercial,Y,0,0,
92365,2,2014,Gas- Commercial,Y,0,0,
92365,3,2014,Gas- Commercial,Y,0,0,
93203,1,2014,Gas- Commercial,Y,0,0,
93203,2,2014,Gas- Commercial,Y,0,0,
93203,3,2014,Gas- Commercial,Y,0,0,
93204,1,2014,Gas- Commercial,Y,0,0,
93204,2,2014,Gas- Commercial,Y,0,0,
93204,3,2014,Gas- Commercial,Y,0,0,
93210,1,2014,Gas- Commercial,Y,0,0,
93210,2,2014,Gas- Commercial,Y,0,0,
93210,3,2014,Gas- Commercial,Y,0,0,
93224,1,2014,Gas- Commercial,Y,0,0,
93224,2,2014,Gas- Commercial,Y,0,0,
93224,3,2014,Gas- Commercial,Y,0,0,
93234,1,2014,Gas- Commercial,Y,0,0,
93234,2,2014,Gas- Commercial,Y,0,0,
93234,3,2014,Gas- Commercial,Y,0,0,
93239,1,2014,Gas- Commercial,Y,0,0,
93239,2,2014,Gas- Commercial,Y,0,0,
93239,3,2014,Gas- Commercial,Y,0,0,
93252,1,2014,Gas- Commercial,Y,0,0,
93252,2,2014,Gas- Commercial,Y,0,0,
93252,3,2014,Gas- Commercial,Y,0,0,
93263,1,2014,Gas- Commercial,Y,0,0,
93263,2,2014,Gas- Commercial,Y,0,0,
93263,3,2014,Gas- Commercial,Y,0,0,
93268,1,2014,Gas- Commercial,Y,290,"38,064",131
93268,2,2014,Gas- Commercial,Y,275,"29,109",106
93268,3,2014,Gas- Commercial,Y,274,"22,482",82
93280,1,2014,Gas- Commercial,Y,0,0,
93280,2,2014,Gas- Commercial,Y,0,0,
93280,3,2014,Gas- Commercial,Y,0,0,
93301,1,2014,Gas- Commercial,N,"1,217","281,927",232
93301,2,2014,Gas- Commercial,N,"1,215","189,438",156
93301,3,2014,Gas- Commercial,N,"1,209","139,055",115
93304,1,2014,Gas- Commercial,N,630,"137,930",219
93304,2,2014,Gas- Commercial,N,629,"103,131",164
93304,3,2014,Gas- Commercial,Y,0,0,
93305,1,2014,Gas- Commercial,N,513,"131,703",257
93305,2,2014,Gas- Commercial,N,510,"96,514",189
93305,3,2014,Gas- Commercial,N,508,"77,406",152
93306,1,2014,Gas- Commercial,N,362,"146,495",405
93306,2,2014,Gas- Commercial,N,363,"112,584",310
93306,3,2014,Gas- Commercial,N,361,"93,018",258
93307,1,2014,Gas- Commercial,Y,648,"208,188",321
93307,2,2014,Gas- Commercial,Y,"1,140","268,498",236
93307,3,2014,Gas- Commercial,Y,"1,762","301,864",171
93308,1,2014,Gas- Commercial,Y,508,"130,706",257
