ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
93202,10,2014,Elec- Agricultural,Y,0,0,
93202,11,2014,Elec- Agricultural,Y,0,0,
93202,12,2014,Elec- Agricultural,Y,0,0,
93203,10,2014,Elec- Agricultural,Y,140,"9,188,785","65,634"
93203,11,2014,Elec- Agricultural,Y,142,"5,092,922","35,866"
93203,12,2014,Elec- Agricultural,Y,0,0,
93204,10,2014,Elec- Agricultural,Y,0,0,
93204,11,2014,Elec- Agricultural,Y,0,0,
93204,12,2014,Elec- Agricultural,Y,0,0,
93206,10,2014,Elec- Agricultural,Y,0,0,
93206,11,2014,Elec- Agricultural,Y,0,0,
93206,12,2014,Elec- Agricultural,Y,0,0,
93210,10,2014,Elec- Agricultural,Y,0,0,
93210,11,2014,Elec- Agricultural,Y,0,0,
93210,12,2014,Elec- Agricultural,Y,0,0,
93212,10,2014,Elec- Agricultural,Y,0,0,
93212,11,2014,Elec- Agricultural,Y,0,0,
93212,12,2014,Elec- Agricultural,Y,0,0,
93215,10,2014,Elec- Agricultural,Y,0,0,
93215,11,2014,Elec- Agricultural,Y,0,0,
93215,12,2014,Elec- Agricultural,Y,0,0,
93219,10,2014,Elec- Agricultural,Y,0,0,
93219,11,2014,Elec- Agricultural,Y,0,0,
93219,12,2014,Elec- Agricultural,Y,0,0,
93225,10,2014,Elec- Agricultural,Y,0,0,
93225,11,2014,Elec- Agricultural,Y,0,0,
93225,12,2014,Elec- Agricultural,Y,0,0,
93230,10,2014,Elec- Agricultural,Y,0,0,
93230,11,2014,Elec- Agricultural,Y,389,"5,162,520","13,271"
93230,12,2014,Elec- Agricultural,Y,0,0,
93234,10,2014,Elec- Agricultural,Y,0,0,
93234,11,2014,Elec- Agricultural,Y,0,0,
93234,12,2014,Elec- Agricultural,Y,0,0,
93239,10,2014,Elec- Agricultural,Y,0,0,
93239,11,2014,Elec- Agricultural,Y,0,0,
93239,12,2014,Elec- Agricultural,Y,0,0,
93241,10,2014,Elec- Agricultural,Y,0,0,
93241,11,2014,Elec- Agricultural,Y,0,0,
93241,12,2014,Elec- Agricultural,Y,0,0,
93242,10,2014,Elec- Agricultural,N,205,"1,845,337","9,002"
93242,11,2014,Elec- Agricultural,Y,0,0,
93242,12,2014,Elec- Agricultural,Y,0,0,
93243,10,2014,Elec- Agricultural,Y,0,0,
93243,11,2014,Elec- Agricultural,Y,0,0,
93243,12,2014,Elec- Agricultural,Y,0,0,
93245,10,2014,Elec- Agricultural,Y,0,0,
93245,11,2014,Elec- Agricultural,Y,942,"21,813,071","23,156"
93245,12,2014,Elec- Agricultural,Y,809,"5,074,194","6,272"
93249,10,2014,Elec- Agricultural,Y,0,0,
93249,11,2014,Elec- Agricultural,Y,0,0,
93249,12,2014,Elec- Agricultural,Y,0,0,
93250,10,2014,Elec- Agricultural,Y,0,0,
93250,11,2014,Elec- Agricultural,Y,0,0,
93250,12,2014,Elec- Agricultural,Y,0,0,
93251,10,2014,Elec- Agricultural,Y,0,0,
93251,11,2014,Elec- Agricultural,Y,0,0,
93251,12,2014,Elec- Agricultural,Y,0,0,
93252,10,2014,Elec- Agricultural,Y,0,0,
93252,11,2014,Elec- Agricultural,Y,0,0,
93252,12,2014,Elec- Agricultural,Y,0,0,
93254,10,2014,Elec- Agricultural,Y,0,0,
93254,11,2014,Elec- Agricultural,Y,0,0,
93254,12,2014,Elec- Agricultural,Y,0,0,
93256,10,2014,Elec- Agricultural,Y,0,0,
93256,11,2014,Elec- Agricultural,Y,0,0,
93256,12,2014,Elec- Agricultural,Y,0,0,
93263,10,2014,Elec- Agricultural,Y,0,0,
93263,11,2014,Elec- Agricultural,Y,0,0,
93263,12,2014,Elec- Agricultural,Y,0,0,
93266,10,2014,Elec- Agricultural,Y,0,0,
93266,11,2014,Elec- Agricultural,Y,0,0,
93266,12,2014,Elec- Agricultural,Y,0,0,
93268,10,2014,Elec- Agricultural,Y,0,0,
93268,11,2014,Elec- Agricultural,Y,0,0,
93268,12,2014,Elec- Agricultural,Y,0,0,
93272,10,2014,Elec- Agricultural,Y,0,0,
93272,11,2014,Elec- Agricultural,Y,0,0,
93272,12,2014,Elec- Agricultural,Y,0,0,
93274,10,2014,Elec- Agricultural,Y,0,0,
93274,11,2014,Elec- Agricultural,Y,0,0,
93274,12,2014,Elec- Agricultural,Y,0,0,
93276,10,2014,Elec- Agricultural,Y,0,0,
93276,11,2014,Elec- Agricultural,Y,0,0,
93276,12,2014,Elec- Agricultural,Y,0,0,
93277,10,2014,Elec- Agricultural,Y,0,0,
93277,11,2014,Elec- Agricultural,Y,0,0,
93277,12,2014,Elec- Agricultural,Y,0,0,
93280,10,2014,Elec- Agricultural,Y,"2,014",114337439,"56,771"
93280,11,2014,Elec- Agricultural,Y,"1,465","69,271,926","47,285"
93280,12,2014,Elec- Agricultural,Y,0,0,
93286,10,2014,Elec- Agricultural,Y,0,0,
93286,11,2014,Elec- Agricultural,Y,0,0,
93286,12,2014,Elec- Agricultural,Y,0,0,
93291,10,2014,Elec- Agricultural,Y,0,0,
93291,11,2014,Elec- Agricultural,Y,0,0,
93291,12,2014,Elec- Agricultural,Y,0,0,
93292,10,2014,Elec- Agricultural,Y,0,0,
93292,11,2014,Elec- Agricultural,Y,0,0,
93292,12,2014,Elec- Agricultural,Y,0,0,
93301,10,2014,Elec- Agricultural,Y,0,0,
93301,11,2014,Elec- Agricultural,Y,0,0,
93301,12,2014,Elec- Agricultural,Y,0,0,
93304,10,2014,Elec- Agricultural,Y,0,0,
93304,11,2014,Elec- Agricultural,Y,0,0,
93304,12,2014,Elec- Agricultural,Y,0,0,
93305,10,2014,Elec- Agricultural,Y,0,0,
93305,11,2014,Elec- Agricultural,Y,0,0,
93305,12,2014,Elec- Agricultural,Y,0,0,
93306,10,2014,Elec- Agricultural,Y,0,0,
93306,11,2014,Elec- Agricultural,Y,0,0,
93306,12,2014,Elec- Agricultural,Y,0,0,
93307,10,2014,Elec- Agricultural,N,343,"17,669,995","51,516"
93307,11,2014,Elec- Agricultural,Y,382,"12,851,253","33,642"
