ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalThm,AverageThm
92304,7,2014,Gas- Commercial,Y,0,0,
92304,8,2014,Gas- Commercial,Y,0,0,
92304,9,2014,Gas- Commercial,Y,0,0,
92365,7,2014,Gas- Commercial,Y,0,0,
92365,8,2014,Gas- Commercial,Y,0,0,
92365,9,2014,Gas- Commercial,Y,0,0,
93203,7,2014,Gas- Commercial,Y,0,0,
93203,8,2014,Gas- Commercial,Y,0,0,
93203,9,2014,Gas- Commercial,Y,0,0,
93204,7,2014,Gas- Commercial,Y,0,0,
93204,8,2014,Gas- Commercial,Y,0,0,
93204,9,2014,Gas- Commercial,Y,0,0,
93210,7,2014,Gas- Commercial,Y,0,0,
93210,8,2014,Gas- Commercial,Y,0,0,
93210,9,2014,Gas- Commercial,Y,0,0,
93224,7,2014,Gas- Commercial,Y,0,0,
93224,8,2014,Gas- Commercial,Y,0,0,
93224,9,2014,Gas- Commercial,Y,0,0,
93234,7,2014,Gas- Commercial,Y,0,0,
93234,8,2014,Gas- Commercial,Y,0,0,
93234,9,2014,Gas- Commercial,Y,0,0,
93239,7,2014,Gas- Commercial,Y,0,0,
93239,8,2014,Gas- Commercial,Y,0,0,
93239,9,2014,Gas- Commercial,Y,0,0,
93252,7,2014,Gas- Commercial,Y,0,0,
93252,8,2014,Gas- Commercial,Y,0,0,
93252,9,2014,Gas- Commercial,Y,0,0,
93263,7,2014,Gas- Commercial,Y,0,0,
93263,8,2014,Gas- Commercial,Y,0,0,
93263,9,2014,Gas- Commercial,Y,0,0,
93268,7,2014,Gas- Commercial,Y,0,0,
93268,8,2014,Gas- Commercial,Y,0,0,
93268,9,2014,Gas- Commercial,Y,270,"14,777",55
93301,7,2014,Gas- Commercial,N,"1,183","82,833",70
93301,8,2014,Gas- Commercial,N,"1,177","84,077",71
93301,9,2014,Gas- Commercial,N,"1,175","83,728",71
93304,7,2014,Gas- Commercial,N,619,"70,720",114
93304,8,2014,Gas- Commercial,N,619,"71,218",115
93304,9,2014,Gas- Commercial,N,616,"69,875",113
93305,7,2014,Gas- Commercial,N,504,"43,552",86
93305,8,2014,Gas- Commercial,N,503,"45,003",89
93305,9,2014,Gas- Commercial,N,501,"45,042",90
93306,7,2014,Gas- Commercial,N,359,"65,520",183
93306,8,2014,Gas- Commercial,Y,0,0,
93306,9,2014,Gas- Commercial,N,353,"64,312",182
93307,7,2014,Gas- Commercial,Y,638,"63,734",100
93307,8,2014,Gas- Commercial,Y,639,"62,097",97
93307,9,2014,Gas- Commercial,Y,639,"63,394",99
93308,7,2014,Gas- Commercial,Y,508,"69,043",136
93308,8,2014,Gas- Commercial,Y,862,"138,918",161
93308,9,2014,Gas- Commercial,Y,501,"60,342",120
93309,7,2014,Gas- Commercial,N,399,"47,266",118
93309,8,2014,Gas- Commercial,N,398,"47,562",120
93309,9,2014,Gas- Commercial,N,397,"47,148",119
93311,7,2014,Gas- Commercial,Y,0,0,
93311,8,2014,Gas- Commercial,Y,0,0,
93311,9,2014,Gas- Commercial,Y,0,0,
93313,7,2014,Gas- Commercial,Y,524,"53,584",102
93313,8,2014,Gas- Commercial,Y,523,"55,250",106
93313,9,2014,Gas- Commercial,Y,519,"54,079",104
93314,7,2014,Gas- Commercial,Y,0,0,
93314,8,2014,Gas- Commercial,Y,0,0,
93314,9,2014,Gas- Commercial,Y,0,0,
93432,7,2014,Gas- Commercial,Y,0,0,
93432,8,2014,Gas- Commercial,Y,0,0,
93432,9,2014,Gas- Commercial,Y,0,0,
93446,7,2014,Gas- Commercial,Y,0,0,
93446,8,2014,Gas- Commercial,Y,0,0,
93446,9,2014,Gas- Commercial,Y,0,0,
93450,7,2014,Gas- Commercial,Y,0,0,
93450,8,2014,Gas- Commercial,Y,0,0,
93450,9,2014,Gas- Commercial,Y,0,0,
93461,7,2014,Gas- Commercial,Y,0,0,
93461,8,2014,Gas- Commercial,Y,0,0,
93461,9,2014,Gas- Commercial,Y,0,0,
93516,7,2014,Gas- Commercial,Y,0,0,
93516,8,2014,Gas- Commercial,Y,0,0,
93516,9,2014,Gas- Commercial,Y,0,0,
93523,7,2014,Gas- Commercial,Y,0,0,
93523,8,2014,Gas- Commercial,Y,0,0,
93523,9,2014,Gas- Commercial,Y,0,0,
93555,7,2014,Gas- Commercial,Y,612,"47,724",78
93555,8,2014,Gas- Commercial,Y,609,"53,045",87
93555,9,2014,Gas- Commercial,Y,609,"50,307",83
93561,7,2014,Gas- Commercial,Y,0,0,
93561,8,2014,Gas- Commercial,Y,0,0,
93561,9,2014,Gas- Commercial,Y,0,0,
93562,7,2014,Gas- Commercial,Y,0,0,
93562,8,2014,Gas- Commercial,Y,0,0,
93562,9,2014,Gas- Commercial,Y,0,0,
93608,7,2014,Gas- Commercial,Y,0,0,
93608,8,2014,Gas- Commercial,Y,0,0,
93608,9,2014,Gas- Commercial,Y,0,0,
93610,7,2014,Gas- Commercial,Y,0,0,
93610,8,2014,Gas- Commercial,Y,0,0,
93610,9,2014,Gas- Commercial,Y,0,0,
93611,7,2014,Gas- Commercial,Y,0,0,
93611,8,2014,Gas- Commercial,Y,0,0,
93611,9,2014,Gas- Commercial,Y,0,0,
93612,7,2014,Gas- Commercial,N,900,"97,481",108
93612,8,2014,Gas- Commercial,N,902,"100,389",111
93612,9,2014,Gas- Commercial,N,910,"98,782",109
93616,7,2014,Gas- Commercial,Y,0,0,
93616,8,2014,Gas- Commercial,Y,0,0,
93616,9,2014,Gas- Commercial,Y,0,0,
93619,7,2014,Gas- Commercial,Y,0,0,
93619,8,2014,Gas- Commercial,Y,0,0,
93619,9,2014,Gas- Commercial,Y,0,0,
93620,7,2014,Gas- Commercial,Y,184,"13,370",73
93620,8,2014,Gas- Commercial,Y,0,0,
93620,9,2014,Gas- Commercial,Y,0,0,
93622,7,2014,Gas- Commercial,Y,0,0,
93622,8,2014,Gas- Commercial,Y,322,"31,842",99
93622,9,2014,Gas- Commercial,Y,321,"32,803",102
93625,7,2014,Gas- Commercial,Y,0,0,
93625,8,2014,Gas- Commercial,Y,0,0,
93625,9,2014,Gas- Commercial,Y,0,0,
93627,7,2014,Gas- Commercial,Y,0,0,
93627,8,2014,Gas- Commercial,Y,0,0,
93627,9,2014,Gas- Commercial,Y,0,0,
93630,7,2014,Gas- Commercial,Y,0,0,
93630,8,2014,Gas- Commercial,Y,0,0,
93630,9,2014,Gas- Commercial,Y,0,0,
93631,7,2014,Gas- Commercial,Y,0,0,
93631,8,2014,Gas- Commercial,Y,0,0,
93631,9,2014,Gas- Commercial,Y,0,0,
93635,7,2014,Gas- Commercial,N,434,"47,113",109
93635,8,2014,Gas- Commercial,N,433,"48,277",111
93635,9,2014,Gas- Commercial,Y,0,0,
93636,7,2014,Gas- Commercial,Y,0,0,
93636,8,2014,Gas- Commercial,Y,0,0,
93636,9,2014,Gas- Commercial,Y,0,0,
93637,7,2014,Gas- Commercial,Y,0,0,
93637,8,2014,Gas- Commercial,N,587,"143,485",244
93637,9,2014,Gas- Commercial,Y,"1,079","213,422",198
93638,7,2014,Gas- Commercial,Y,0,0,
93638,8,2014,Gas- Commercial,Y,488,"61,091",125
93638,9,2014,Gas- Commercial,Y,0,0,
93640,7,2014,Gas- Commercial,Y,106,"11,301",107
93640,8,2014,Gas- Commercial,Y,0,0,
93640,9,2014,Gas- Commercial,Y,0,0,
93650,7,2014,Gas- Commercial,Y,0,0,
93650,8,2014,Gas- Commercial,Y,0,0,
93650,9,2014,Gas- Commercial,Y,0,0,
93657,7,2014,Gas- Commercial,Y,0,0,
93657,8,2014,Gas- Commercial,Y,0,0,
93657,9,2014,Gas- Commercial,Y,0,0,
93660,7,2014,Gas- Commercial,Y,0,0,
93660,8,2014,Gas- Commercial,Y,0,0,
93660,9,2014,Gas- Commercial,Y,0,0,
93662,7,2014,Gas- Commercial,Y,456,"62,940",138
93662,8,2014,Gas- Commercial,Y,455,"64,202",141
93662,9,2014,Gas- Commercial,Y,457,"65,125",143
93668,7,2014,Gas- Commercial,Y,0,0,
93668,8,2014,Gas- Commercial,Y,0,0,
93668,9,2014,Gas- Commercial,Y,0,0,
93701,7,2014,Gas- Commercial,Y,0,0,
93701,8,2014,Gas- Commercial,Y,0,0,
93701,9,2014,Gas- Commercial,Y,0,0,
93702,7,2014,Gas- Commercial,N,417,"34,025",82
93702,8,2014,Gas- Commercial,N,416,"34,783",84
93702,9,2014,Gas- Commercial,N,415,"32,460",78
93703,7,2014,Gas- Commercial,Y,549,"42,273",77
93703,8,2014,Gas- Commercial,Y,"1,721","217,536",126
93703,9,2014,Gas- Commercial,Y,"1,719","217,004",126
93704,7,2014,Gas- Commercial,N,378,"26,961",71
93704,8,2014,Gas- Commercial,N,377,"29,404",78
93704,9,2014,Gas- Commercial,N,376,"33,495",89
93705,7,2014,Gas- Commercial,N,227,"19,255",85
93705,8,2014,Gas- Commercial,N,224,"19,856",89
93705,9,2014,Gas- Commercial,N,225,"21,264",95
93706,7,2014,Gas- Commercial,Y,827,"131,243",159
93706,8,2014,Gas- Commercial,Y,"1,030","155,828",151
93706,9,2014,Gas- Commercial,Y,829,"119,198",144
93710,7,2014,Gas- Commercial,Y,853,"99,065",116
93710,8,2014,Gas- Commercial,Y,850,"94,269",111
93710,9,2014,Gas- Commercial,Y,854,"91,976",108
93711,7,2014,Gas- Commercial,Y,"3,473","469,431",135
93711,8,2014,Gas- Commercial,Y,"1,266","97,744",77
93711,9,2014,Gas- Commercial,Y,"1,268","91,935",73
93720,7,2014,Gas- Commercial,Y,951,"129,006",136
93720,8,2014,Gas- Commercial,Y,957,"132,999",139
93720,9,2014,Gas- Commercial,Y,958,"134,785",141
93721,7,2014,Gas- Commercial,Y,"1,178","173,095",147
93721,8,2014,Gas- Commercial,Y,0,0,
93721,9,2014,Gas- Commercial,Y,0,0,
93722,7,2014,Gas- Commercial,Y,0,0,
93722,8,2014,Gas- Commercial,N,804,"77,209",96
93722,9,2014,Gas- Commercial,N,802,"76,619",96
93723,7,2014,Gas- Commercial,Y,0,0,
93723,8,2014,Gas- Commercial,Y,0,0,
93723,9,2014,Gas- Commercial,Y,0,0,
93725,7,2014,Gas- Commercial,Y,0,0,
93725,8,2014,Gas- Commercial,Y,0,0,
93725,9,2014,Gas- Commercial,Y,0,0,
93726,7,2014,Gas- Commercial,N,629,"70,499",112
93726,8,2014,Gas- Commercial,N,627,"69,433",111
93726,9,2014,Gas- Commercial,N,630,"68,522",109
93727,7,2014,Gas- Commercial,Y,"2,020","266,943",132
93727,8,2014,Gas- Commercial,Y,"2,027","267,324",132
93727,9,2014,Gas- Commercial,Y,"2,024","272,809",135
93728,7,2014,Gas- Commercial,Y,0,0,
93728,8,2014,Gas- Commercial,Y,0,0,
93728,9,2014,Gas- Commercial,Y,0,0,
93730,7,2014,Gas- Commercial,Y,0,0,
93730,8,2014,Gas- Commercial,Y,0,0,
93730,9,2014,Gas- Commercial,Y,0,0,
93740,7,2014,Gas- Commercial,Y,0,0,
93740,8,2014,Gas- Commercial,Y,0,0,
93740,9,2014,Gas- Commercial,Y,0,0,
93741,7,2014,Gas- Commercial,Y,0,0,
93741,8,2014,Gas- Commercial,Y,0,0,
93741,9,2014,Gas- Commercial,Y,0,0,
93901,7,2014,Gas- Commercial,Y,"1,145","134,212",117
93901,8,2014,Gas- Commercial,Y,"1,145","127,565",111
93901,9,2014,Gas- Commercial,Y,"1,142","137,797",121
93905,7,2014,Gas- Commercial,N,348,"72,390",208
93905,8,2014,Gas- Commercial,N,347,"72,317",208
93905,9,2014,Gas- Commercial,N,348,"72,148",207
93906,7,2014,Gas- Commercial,N,368,"73,388",199
93906,8,2014,Gas- Commercial,N,369,"74,386",202
93906,9,2014,Gas- Commercial,N,365,"70,458",193
93907,7,2014,Gas- Commercial,Y,0,0,
93907,8,2014,Gas- Commercial,Y,0,0,
93907,9,2014,Gas- Commercial,Y,0,0,
93908,7,2014,Gas- Commercial,Y,0,0,
93908,8,2014,Gas- Commercial,Y,0,0,
93908,9,2014,Gas- Commercial,Y,0,0,
93921,7,2014,Gas- Commercial,N,160,"45,130",282
93921,8,2014,Gas- Commercial,N,160,"43,601",273
93921,9,2014,Gas- Commercial,N,160,"38,895",243
93923,7,2014,Gas- Commercial,Y,411,"77,514",189
93923,8,2014,Gas- Commercial,Y,411,"73,219",178
93923,9,2014,Gas- Commercial,N,319,"56,662",178
93924,7,2014,Gas- Commercial,Y,0,0,
93924,8,2014,Gas- Commercial,Y,0,0,
93924,9,2014,Gas- Commercial,N,92,"11,219",122
93925,7,2014,Gas- Commercial,Y,0,0,
93925,8,2014,Gas- Commercial,Y,0,0,
93925,9,2014,Gas- Commercial,Y,0,0,
93926,7,2014,Gas- Commercial,Y,90,"9,400",104
93926,8,2014,Gas- Commercial,Y,91,"9,750",107
93926,9,2014,Gas- Commercial,Y,91,"10,412",114
93927,7,2014,Gas- Commercial,Y,0,0,
93927,8,2014,Gas- Commercial,Y,0,0,
93927,9,2014,Gas- Commercial,Y,0,0,
93930,7,2014,Gas- Commercial,Y,745,"96,820",130
93930,8,2014,Gas- Commercial,Y,743,"96,466",130
93930,9,2014,Gas- Commercial,Y,679,"129,875",191
93933,7,2014,Gas- Commercial,N,271,"35,897",132
93933,8,2014,Gas- Commercial,N,270,"35,039",130
93933,9,2014,Gas- Commercial,N,270,"32,937",122
