ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
93202,10,2013,Elec- Agricultural,Y,0,0,
93202,11,2013,Elec- Agricultural,Y,0,0,
93202,12,2013,Elec- Agricultural,Y,0,0,
93203,10,2013,Elec- Agricultural,Y,0,0,
93203,11,2013,Elec- Agricultural,Y,0,0,
93203,12,2013,Elec- Agricultural,Y,0,0,
93204,10,2013,Elec- Agricultural,Y,0,0,
93204,11,2013,Elec- Agricultural,Y,0,0,
93204,12,2013,Elec- Agricultural,Y,0,0,
93206,10,2013,Elec- Agricultural,Y,0,0,
93206,11,2013,Elec- Agricultural,Y,0,0,
93206,12,2013,Elec- Agricultural,Y,0,0,
93210,10,2013,Elec- Agricultural,Y,0,0,
93210,11,2013,Elec- Agricultural,Y,0,0,
93210,12,2013,Elec- Agricultural,Y,0,0,
93212,10,2013,Elec- Agricultural,Y,0,0,
93212,11,2013,Elec- Agricultural,Y,0,0,
93212,12,2013,Elec- Agricultural,Y,0,0,
93215,10,2013,Elec- Agricultural,Y,0,0,
93215,11,2013,Elec- Agricultural,Y,0,0,
93215,12,2013,Elec- Agricultural,Y,0,0,
93219,10,2013,Elec- Agricultural,Y,0,0,
93219,11,2013,Elec- Agricultural,Y,0,0,
93219,12,2013,Elec- Agricultural,Y,0,0,
93225,10,2013,Elec- Agricultural,Y,0,0,
93225,11,2013,Elec- Agricultural,Y,0,0,
93225,12,2013,Elec- Agricultural,Y,0,0,
93230,10,2013,Elec- Agricultural,Y,0,0,
93230,11,2013,Elec- Agricultural,Y,385,"4,671,029","12,133"
93230,12,2013,Elec- Agricultural,Y,0,0,
93234,10,2013,Elec- Agricultural,Y,0,0,
93234,11,2013,Elec- Agricultural,Y,0,0,
93234,12,2013,Elec- Agricultural,Y,0,0,
93239,10,2013,Elec- Agricultural,Y,0,0,
93239,11,2013,Elec- Agricultural,Y,0,0,
93239,12,2013,Elec- Agricultural,Y,0,0,
93241,10,2013,Elec- Agricultural,Y,0,0,
93241,11,2013,Elec- Agricultural,Y,0,0,
93241,12,2013,Elec- Agricultural,Y,0,0,
93242,10,2013,Elec- Agricultural,N,190,"1,219,689","6,419"
93242,11,2013,Elec- Agricultural,Y,0,0,
93242,12,2013,Elec- Agricultural,Y,0,0,
93243,10,2013,Elec- Agricultural,Y,0,0,
93243,11,2013,Elec- Agricultural,Y,0,0,
93243,12,2013,Elec- Agricultural,Y,0,0,
93245,10,2013,Elec- Agricultural,Y,0,0,
